eul_aid,eul_wid,author_display_string,author_english,author_greek,work_display_string,work_english,work_greek,period,dialect,domain,format,affiliation,passages,grc_pdf,grc_md,grc_txt
utq,utq-aa,olympiodorus-the-younger,Olympiodorus the Younger of Alexandria,Ὀλυμπιόδωρος ὁ Νεώτερος ὁ Ἀλεξανδρεύς,olympiodorus-alexandria-scholia-interpretation,Scholia-Aristotle's Book-Interpretation,Σχόλια εἰς τὸ περὶ ἑρμηνείας Ἀριστοτέλους,Late Antique,Philosophical Koine,Philosophy,Treatise,Neoplatonist,16,grc/olympiodorus-alexandria-scholia-interpretation-utq-aa.grc.pdf,grc/olympiodorus-alexandria-scholia-interpretation-utq-aa.grc.md,grc/olympiodorus-alexandria-scholia-interpretation-utq-aa.grc.txt
vhm,vhm-aa,on-political-science-anon,Dialogue on Political Science Anonymous,Ἀνώνυμος διάλογος περὶ τῆς πολιτικῆς ἐπιστήμης,anon-pol-sci-dialogue,Dialogue on Political Science,Περὶ Πολιτικῆς Ἐπιστήμης,Late Antique,Philosophical Koine,History,Prose,,55,grc/anon-pol-sci-dialogue-vhm-aa.grc.pdf,grc/anon-pol-sci-dialogue-vhm-aa.grc.md,grc/anon-pol-sci-dialogue-vhm-aa.grc.txt
oce,oce-aa,onasander-the-tactician,Onasander the Tactician,Ὀνάσανδρος ὁ Τακτικός,onasander-strategos,Strategic,Στρατηγικός,Roman,Technical Koine,Science,Treatise,,180,grc/onasander-strategos-oce-aa.grc.pdf,grc/onasander-strategos-oce-aa.grc.md,grc/onasander-strategos-oce-aa.grc.txt
cki,cki-aa,onatas-the-philosopher,Onatas the Philosopher,Ὀνάτας ὁ Φιλόσοφος,onatas-divine-cosmos,On the Divine and the Cosmos,Ἀποσπάσματα,Classical,"Doric (phi, frg)",Philosophy,Treatise,,2,grc/onatas-divine-cosmos-cki-aa.grc.pdf,grc/onatas-divine-cosmos-cki-aa.grc.md,grc/onatas-divine-cosmos-cki-aa.grc.txt
fvo,fvo-aa,ophelio-comicus,Ophelio Comicus,Ὀφελίων ὁ Κωμικός,ophelio-comic-dance-seasoning,Comic Dance and Seasoning Fragments,Ἀποσπάσματα,Classical,"Attic (com, frg)",Comedy,Verse,,7,grc/ophelio-comic-dance-seasoning-fvo-aa.grc.pdf,grc/ophelio-comic-dance-seasoning-fvo-aa.grc.md,grc/ophelio-comic-dance-seasoning-fvo-aa.grc.txt
fvo,fvo-ab,ophelio-comicus,Ophelio Comicus,Ὀφελίων ὁ Κωμικός,ophelio-comic-fragments,Comic Fragments on Daily Life,Ἀποσπάσματα περὶ Βίου Καθημερινοῦ Κωμικά,Classical,"Attic (com, frg)",Comedy,Verse,,7,grc/ophelio-comic-fragments-fvo-ab.grc.pdf,grc/ophelio-comic-fragments-fvo-ab.grc.md,grc/ophelio-comic-fragments-fvo-ab.grc.txt
tom,tom-aa,oppian-commentary-anon,Oppian Commentary Anonymous,Ἀνώνυμος εἰς τὰ Ὀππιανοῦ,oppian-comm-anon-exegesis-halieutica,Exegesis-Oppian's Halieutica,Ἐξήγησις εἰς τὰ Ἁλιευτικά τοῦ Ὀππιανοῦ,Late Antique,Koine,Grammar,Prose,,15,grc/oppian-comm-anon-exegesis-halieutica-tom-aa.grc.pdf,grc/oppian-comm-anon-exegesis-halieutica-tom-aa.grc.md,grc/oppian-comm-anon-exegesis-halieutica-tom-aa.grc.txt
qvi,qvi-ac,oppian-lives,Oppian Lives,Ὀππιανοῦ Βίοι,oppian-life,Life of Oppian (Version A),Βίτα Ὀππιανοῦ (Βίτα α),Roman,Mixed Dialects,Biography,Prose,,4,grc/oppian-life-qvi-ac.grc.pdf,grc/oppian-life-qvi-ac.grc.md,grc/oppian-life-qvi-ac.grc.txt
qvi,qvi-ad,oppian-lives,Oppian Lives,Ὀππιανοῦ Βίοι,oppian-life,Life of Oppian (Version B),Βίτα Ὀππιανοῦ (β),Roman,Mixed Dialects,Biography,Prose,,1,grc/oppian-life-qvi-ad.grc.pdf,grc/oppian-life-qvi-ad.grc.md,grc/oppian-life-qvi-ad.grc.txt
qvi,qvi-aa,oppian-lives,Oppian Lives,Ὀππιανοῦ Βίοι,oppian-life,Life of Oppian of Anazarbus,Βίος Ὀππιανοῦ Ἀναζαρβοῦ,Roman,Mixed Dialects,Biography,Prose,,1,grc/oppian-life-qvi-aa.grc.pdf,grc/oppian-life-qvi-aa.grc.md,grc/oppian-life-qvi-aa.grc.txt
qvi,qvi-ab,oppian-lives,Oppian Lives,Ὀππιανοῦ Βίοι,oppian-life-of-tzetzes,Life of Tzetzes,Βίος Τζέτζου,Roman,Mixed Dialects,Biography,Prose,,1,grc/oppian-life-of-tzetzes-qvi-ab.grc.pdf,grc/oppian-life-of-tzetzes-qvi-ab.grc.md,grc/oppian-life-of-tzetzes-qvi-ab.grc.txt
qta,qta-aa,oppian-of-anazarbus,Oppian of Anazarbus,Ὀππιανὸς ὁ Ἀναζαρβηνός,oppian-anazarbus-halieutica,Fishing,Ἁλιευτικά,Roman,Epic (Homeric),Epic,Verse,,3517,grc/oppian-anazarbus-halieutica-qta-aa.grc.pdf,grc/oppian-anazarbus-halieutica-qta-aa.grc.md,grc/oppian-anazarbus-halieutica-qta-aa.grc.txt
rje,rje-aa,oppian-of-apamea,Oppian of Apamea,Ὀππιανὸς ὁ ἐξ Ἀπαμείας,oppian-apamea-hunting,Hunting Matters,Κυνηγετικά,Roman,Epic (Homeric),Epic,Verse,,2145,grc/oppian-apamea-hunting-rje-aa.grc.pdf,grc/oppian-apamea-hunting-rje-aa.grc.md,grc/oppian-apamea-hunting-rje-aa.grc.txt
soi,soi-ae,oribasius-of-pergamon,Oribasius of Pergamon,Ὀρειβάσιος ὁ Περγαμηνός,oribasius-pergamon-eunapius,Books to Eunapius,Βιβλία πρὸς Εὐνάπιον,Late Antique,Technical Koine,Medicine,Treatise,,1851,grc/oribasius-pergamon-eunapius-soi-ae.grc.pdf,grc/oribasius-pergamon-eunapius-soi-ae.grc.md,grc/oribasius-pergamon-eunapius-soi-ae.grc.txt
soi,soi-aa,oribasius-of-pergamon,Oribasius of Pergamon,Ὀρειβάσιος ὁ Περγαμηνός,oribasius-pergamon-medical-collections,"Medical Collections, Books 1–16, 24–25, 43–50",Ἰατρικαὶ Συλλογαί,Late Antique,Technical Koine,Medicine,Treatise,,7405,grc/oribasius-pergamon-medical-collections-soi-aa.grc.pdf,grc/oribasius-pergamon-medical-collections-soi-aa.grc.md,grc/oribasius-pergamon-medical-collections-soi-aa.grc.txt
soi,soi-ab,oribasius-of-pergamon,Oribasius of Pergamon,Ὀρειβάσιος ὁ Περγαμηνός,oribasius-pergamon-medical-collections,"Medical Collections, Uncertain Books",Ἰατρικαὶ Συλλογαί,Late Antique,Technical Koine,Medicine,Treatise,,881,grc/oribasius-pergamon-medical-collections-soi-ab.grc.pdf,grc/oribasius-pergamon-medical-collections-soi-ab.grc.md,grc/oribasius-pergamon-medical-collections-soi-ab.grc.txt
soi,soi-ad,oribasius-of-pergamon,Oribasius of Pergamon,Ὀρειβάσιος ὁ Περγαμηνός,oribasius-pergamon-medicinal-selections,Selections of Medicines,Ἐπιλογαὶ Φαρμάκων,Late Antique,Technical Koine,Medicine,Treatise,,900,grc/oribasius-pergamon-medicinal-selections-soi-ad.grc.pdf,grc/oribasius-pergamon-medicinal-selections-soi-ad.grc.md,grc/oribasius-pergamon-medicinal-selections-soi-ad.grc.txt
soi,soi-ac,oribasius-of-pergamon,Oribasius of Pergamon,Ὀρειβάσιος ὁ Περγαμηνός,oribasius-pergamon-summary-eustathius,Summary to Eustathius the Son,Σύνοψις πρὸς Εὐστάθιον τὸν Υἱόν,Late Antique,Technical Koine,Medicine,Treatise,,2578,grc/oribasius-pergamon-summary-eustathius-soi-ac.grc.pdf,grc/oribasius-pergamon-summary-eustathius-soi-ac.grc.md,grc/oribasius-pergamon-summary-eustathius-soi-ac.grc.txt
soi,soi-af,oribasius-of-pergamon,Oribasius of Pergamon,Ὀρειβάσιος ὁ Περγαμηνός,oribasius-pergamon-testimonies,Testimonies,Μαρτυρίαι,Late Antique,Technical Koine,Medicine,Treatise,,1,grc/oribasius-pergamon-testimonies-soi-af.grc.pdf,grc/oribasius-pergamon-testimonies-soi-af.grc.md,grc/oribasius-pergamon-testimonies-soi-af.grc.txt
uhs,uhs-cs,origen-of-alexandria,Origen of Alexandria,Ὠριγένης ὁ Ἀλεξανδρεύς,origen-alexandria-against-celsus,Against Celsus,Κατὰ Κέλσου,Late Antique,Christian Koine,Theology,Treatise,Christian,647,grc/origen-alexandria-against-celsus-uhs-cs.grc.pdf,grc/origen-alexandria-against-celsus-uhs-cs.grc.md,grc/origen-alexandria-against-celsus-uhs-cs.grc.txt
uhs,uhs-bo,origen-of-alexandria,Origen of Alexandria,Ὠριγένης ὁ Ἀλεξανδρεύς,origen-alexandria-genesis-commentary,Commentaries-Genesis,Ὑπομνήματα εἰς Γένεσιν,Late Antique,Christian Koine,Theology,Treatise,Christian,29,grc/origen-alexandria-genesis-commentary-uhs-bo.grc.pdf,grc/origen-alexandria-genesis-commentary-uhs-bo.grc.md,grc/origen-alexandria-genesis-commentary-uhs-bo.grc.txt
uhs,uhs-bt,origen-of-alexandria,Origen of Alexandria,Ὠριγένης ὁ Ἀλεξανδρεύς,origen-alexandria-romans,Commentaries-Romans,Ὑπομνήματα εἰς τὴν πρὸς Ῥωμαίους,Late Antique,Christian Koine,Theology,Treatise,Christian,172,grc/origen-alexandria-romans-uhs-bt.grc.pdf,grc/origen-alexandria-romans-uhs-bt.grc.md,grc/origen-alexandria-romans-uhs-bt.grc.txt
uhs,uhs-au,origen-of-alexandria,Origen of Alexandria,Ὠριγένης ὁ Ἀλεξανδρεύς,origen-alexandria-commentaries-romans-3-5-5-7,Commentaries-Romans III.5–V.7,Ὑπομνήματα εἰς τὴν πρὸς Ῥωμαίους,Late Antique,Christian Koine,Theology,Treatise,Christian,52,grc/origen-alexandria-commentaries-romans-3-5-5-7-uhs-au.grc.pdf,grc/origen-alexandria-commentaries-romans-3-5-5-7-uhs-au.grc.md,grc/origen-alexandria-commentaries-romans-3-5-5-7-uhs-au.grc.txt
uhs,uhs-ao,origen-of-alexandria,Origen of Alexandria,Ὠριγένης ὁ Ἀλεξανδρεύς,origen-alexandria-commentaries-romans,Commentaries-the Epistle to the Romans,Ὑπομνήματα εἰς τὴν πρὸς Ῥωμαίους Ἐπιστολήν,Late Antique,Christian Koine,Theology,Treatise,Christian,16,grc/origen-alexandria-commentaries-romans-uhs-ao.grc.pdf,grc/origen-alexandria-commentaries-romans-uhs-ao.grc.md,grc/origen-alexandria-commentaries-romans-uhs-ao.grc.txt
uhs,uhs-ae,origen-of-alexandria,Origen of Alexandria,Ὠριγένης ὁ Ἀλεξανδρεύς,origen-alexandria-romans-commentary,Commentaries-the Epistle to the Romans I.1–XII.21,Ὑπομνήματα εἰς τὴν πρὸς Ῥωμαίους Ἐπιστολήν,Late Antique,Christian Koine,Theology,Treatise,Christian,58,grc/origen-alexandria-romans-commentary-uhs-ae.grc.pdf,grc/origen-alexandria-romans-commentary-uhs-ae.grc.md,grc/origen-alexandria-romans-commentary-uhs-ae.grc.txt
uhs,uhs-av,origen-of-alexandria,Origen of Alexandria,Ὠριγένης ὁ Ἀλεξανδρεύς,origen-alexandria-gospel-john,Commentaries-the Gospel of John,Ὑπομνήματα εἰς τὸ Κατὰ Ἰωάννην Εὐαγγέλιον,Late Antique,Christian Koine,Theology,Treatise,Christian,1045,grc/origen-alexandria-gospel-john-uhs-av.grc.pdf,grc/origen-alexandria-gospel-john-uhs-av.grc.md,grc/origen-alexandria-gospel-john-uhs-av.grc.txt
uhs,uhs-aw,origen-of-alexandria,Origen of Alexandria,Ὠριγένης ὁ Ἀλεξανδρεύς,origen-alexandria-john-gospel-commentary,Commentaries-the Gospel of John,Ὑπομνήματα εἰς τὸ Κατὰ Ἰωάννην Εὐαγγέλιον,Late Antique,Christian Koine,Theology,Treatise,Christian,2838,grc/origen-alexandria-john-gospel-commentary-uhs-aw.grc.pdf,grc/origen-alexandria-john-gospel-commentary-uhs-aw.grc.md,grc/origen-alexandria-john-gospel-commentary-uhs-aw.grc.txt
uhs,uhs-ah,origen-of-alexandria,Origen of Alexandria,Ὠριγένης ὁ Ἀλεξανδρεύς,origen-alexandria-matthew-10-11,Commentary-the Gospel of Matthew Books 10–11,Ὑπόμνημα εἰς τὸ Κατὰ Ματθαῖον Εὐαγγέλιον Βιβλία,Late Antique,Christian Koine,Theology,Treatise,Christian,73,grc/origen-alexandria-matthew-10-11-uhs-ah.grc.pdf,grc/origen-alexandria-matthew-10-11-uhs-ah.grc.md,grc/origen-alexandria-matthew-10-11-uhs-ah.grc.txt
uhs,uhs-ai,origen-of-alexandria,Origen of Alexandria,Ὠριγένης ὁ Ἀλεξανδρεύς,origen-alexandria-matthew-12-17,Commentary-the Gospel of Matthew Books 12–17,Ὑπόμνημα εἰς τὸ Κατὰ Ματθαῖον Εὐαγγέλιον Βιβλία,Late Antique,Christian Koine,Theology,Treatise,Christian,431,grc/origen-alexandria-matthew-12-17-uhs-ai.grc.pdf,grc/origen-alexandria-matthew-12-17-uhs-ai.grc.md,grc/origen-alexandria-matthew-12-17-uhs-ai.grc.txt
uhs,uhs-bk,origen-of-alexandria,Origen of Alexandria,Ὠριγένης ὁ Ἀλεξανδρεύς,origen-alexandria-heraclides,Dialogue with Heraclides,Διάλογος πρὸς Ἡρακλείδην,Late Antique,Christian Koine,Theology,Treatise,Christian,29,grc/origen-alexandria-heraclides-uhs-bk.grc.pdf,grc/origen-alexandria-heraclides-uhs-bk.grc.md,grc/origen-alexandria-heraclides-uhs-bk.grc.txt
uhs,uhs-ag,origen-of-alexandria,Origen of Alexandria,Ὠριγένης ὁ Ἀλεξανδρεύς,origen-alexandria-matthew-fragments,Fragments from Commentaries-the Gospel of Matthew,Ἀποσπάσματα ἐκ Ὑπομνημάτων εἰς τὸ Κατὰ Ματθαῖον,Late Antique,Christian Koine,Theology,Treatise,Christian,4,grc/origen-alexandria-matthew-fragments-uhs-ag.grc.pdf,grc/origen-alexandria-matthew-fragments-uhs-ag.grc.md,grc/origen-alexandria-matthew-fragments-uhs-ag.grc.txt
uhs,uhs-bp,origen-of-alexandria,Origen of Alexandria,Ὠριγένης ὁ Ἀλεξανδρεύς,origen-alexandria-principles,Fragments-Principles,Ἀποσπάσματα περὶ Ἀρχῶν,Late Antique,Christian Koine,Theology,Treatise,Christian,33,grc/origen-alexandria-principles-uhs-bp.grc.pdf,grc/origen-alexandria-principles-uhs-bp.grc.md,grc/origen-alexandria-principles-uhs-bp.grc.txt
uhs,uhs-ax,origen-of-alexandria,Origen of Alexandria,Ὠριγένης ὁ Ἀλεξανδρεύς,origen-alexandria-gospel-matthew,Fragments-the Gospel of Matthew,Ἀποσπάσματα εἰς τὸ Κατὰ Ματθαῖον,Late Antique,Christian Koine,Theology,Treatise,Christian,5,grc/origen-alexandria-gospel-matthew-uhs-ax.grc.pdf,grc/origen-alexandria-gospel-matthew-uhs-ax.grc.md,grc/origen-alexandria-gospel-matthew-uhs-ax.grc.txt
uhs,uhs-ck,origen-of-alexandria,Origen of Alexandria,Ὠριγένης ὁ Ἀλεξανδρεύς,origen-alexandria-letter-africanus,Letter to Africanus,Πρὸς Ἀφρικανόν,Late Antique,Christian Koine,Theology,Treatise,Christian,23,grc/origen-alexandria-letter-africanus-uhs-ck.grc.pdf,grc/origen-alexandria-letter-africanus-uhs-ck.grc.md,grc/origen-alexandria-letter-africanus-uhs-ck.grc.txt
uhs,uhs-ay,origen-of-alexandria,Origen of Alexandria,Ὠριγένης ὁ Ἀλεξανδρεύς,origen-alexandria-letter-gregory,Letter to Gregory the Wonderworker,Πρὸς Γρηγόριον τὸν Θαυματουργόν,Late Antique,Christian Koine,Theology,Treatise,Christian,4,grc/origen-alexandria-letter-gregory-uhs-ay.grc.pdf,grc/origen-alexandria-letter-gregory-uhs-ay.grc.md,grc/origen-alexandria-letter-gregory-uhs-ay.grc.txt
uhs,uhs-db,origen-of-alexandria,Origen of Alexandria,Ὠριγένης ὁ Ἀλεξανδρεύς,origen-alexandria-prayer,On Prayer,Περὶ προσευχῆς,Late Antique,Christian Koine,Theology,Treatise,Christian,148,grc/origen-alexandria-prayer-uhs-db.grc.pdf,grc/origen-alexandria-prayer-uhs-db.grc.md,grc/origen-alexandria-prayer-uhs-db.grc.txt
uhs,uhs-cz,origen-of-alexandria,Origen of Alexandria,Ὠριγένης ὁ Ἀλεξανδρεύς,origen-alexandria-principles,On Principles,Περὶ Ἀρχῶν,Late Antique,Christian Koine,Theology,Treatise,Christian,53,grc/origen-alexandria-principles-uhs-cz.grc.pdf,grc/origen-alexandria-principles-uhs-cz.grc.md,grc/origen-alexandria-principles-uhs-cz.grc.txt
uhs,uhs-ap,origen-of-alexandria,Origen of Alexandria,Ὠριγένης ὁ Ἀλεξανδρεύς,origen-alexandria-resurrection-fragments,"On the Resurrection, Two Books, Fragments",Περὶ Ἀναστάσεως,Late Antique,Christian Koine,Theology,Treatise,Christian,1,grc/origen-alexandria-resurrection-fragments-uhs-ap.grc.pdf,grc/origen-alexandria-resurrection-fragments-uhs-ap.grc.md,grc/origen-alexandria-resurrection-fragments-uhs-ap.grc.txt
uhs,uhs-aj,origen-of-alexandria,Origen of Alexandria,Ὠριγένης ὁ Ἀλεξανδρεύς,origen-alexandria-song-of-songs,"On the Song of Songs, Two Books Written in Youth",Περὶ Ἄσματος Ἀσμάτων,Late Antique,Christian Koine,Theology,Treatise,Christian,1,grc/origen-alexandria-song-of-songs-uhs-aj.grc.pdf,grc/origen-alexandria-song-of-songs-uhs-aj.grc.md,grc/origen-alexandria-song-of-songs-uhs-aj.grc.txt
uhs,uhs-aq,origen-of-alexandria,Origen of Alexandria,Ὠριγένης ὁ Ἀλεξανδρεύς,origen-alexandria-philocalia-23-25-27,"Origen's Philocalia, Chapters 23, 25–27",Φιλοκαλία ἢ Ἐπιλογὴ ἐκ τῶν Ἀρίστων Ὀριγένους,Late Antique,Christian Koine,Theology,Treatise,Christian,54,grc/origen-alexandria-philocalia-23-25-27-uhs-aq.grc.pdf,grc/origen-alexandria-philocalia-23-25-27-uhs-aq.grc.md,grc/origen-alexandria-philocalia-23-25-27-uhs-aq.grc.txt
uhs,uhs-be,origen-of-alexandria,Origen of Alexandria,Ὠριγένης ὁ Ἀλεξανδρεύς,origen-alexandria-other-fragments,Other Fragments-Principles,Ἄλλα Ἀποσπάσματα περὶ Ἀρχῶν,Late Antique,Christian Koine,Theology,Treatise,Christian,1,grc/origen-alexandria-other-fragments-uhs-be.grc.pdf,grc/origen-alexandria-other-fragments-uhs-be.grc.md,grc/origen-alexandria-other-fragments-uhs-be.grc.txt
uhs,uhs-da,origen-of-alexandria,Origen of Alexandria,Ὠριγένης ὁ Ἀλεξανδρεύς,origen-alexandria-philocalia,Philocalia,Φιλοκαλία,Late Antique,Christian Koine,Theology,Treatise,Christian,285,grc/origen-alexandria-philocalia-uhs-da.grc.pdf,grc/origen-alexandria-philocalia-uhs-da.grc.md,grc/origen-alexandria-philocalia-uhs-da.grc.txt
uhs,uhs-bn,origen-of-alexandria,Origen of Alexandria,Ὠριγένης ὁ Ἀλεξανδρεύς,origen-alexandria-scholia-song-of-songs,Scholia-Song of Songs,Σχόλια εἰς Ἄσμα Ἀσμάτων,Late Antique,Christian Koine,Theology,Treatise,Christian,22,grc/origen-alexandria-scholia-song-of-songs-uhs-bn.grc.pdf,grc/origen-alexandria-scholia-song-of-songs-uhs-bn.grc.md,grc/origen-alexandria-scholia-song-of-songs-uhs-bn.grc.txt
uhs,uhs-bd,origen-of-alexandria,Origen of Alexandria,Ὠριγένης ὁ Ἀλεξανδρεύς,origen-alexandria-song-of-songs,Ten Books-the Song of Songs,Δέκα Βιβλία περὶ Ἄσματος Ἀσμάτων,Late Antique,Christian Koine,Theology,Treatise,Christian,51,grc/origen-alexandria-song-of-songs-uhs-bd.grc.pdf,grc/origen-alexandria-song-of-songs-uhs-bd.grc.md,grc/origen-alexandria-song-of-songs-uhs-bd.grc.txt
tme,tme-af,orion-of-thebes,Orion of Thebes,Ὤριον ὁ Θηβαῖος,orion-thebes-anthologion,Anthologion,Ἀνθολόγιον,Late Antique,Technical Koine,Grammar,Treatise,,76,grc/orion-thebes-anthologion-tme-af.grc.pdf,grc/orion-thebes-anthologion-tme-af.grc.md,grc/orion-thebes-anthologion-tme-af.grc.txt
tme,tme-aa,orion-of-thebes,Orion of Thebes,Ὤριον ὁ Θηβαῖος,orion-thebes-etymology,Etymologies (Complete),Ἐτυμολογικὸν Ἔργον,Late Antique,Technical Koine,Grammar,Treatise,,205,grc/orion-thebes-etymology-tme-aa.grc.pdf,grc/orion-thebes-etymology-tme-aa.grc.md,grc/orion-thebes-etymology-tme-aa.grc.txt
tme,tme-ab,orion-of-thebes,Orion of Thebes,Ὤριον ὁ Θηβαῖος,orion-thebes-etymology,Etymologies (Selection A),Ἐτυμολογικὸν Ἔργον,Late Antique,Technical Koine,Grammar,Treatise,,12,grc/orion-thebes-etymology-tme-ab.grc.pdf,grc/orion-thebes-etymology-tme-ab.grc.md,grc/orion-thebes-etymology-tme-ab.grc.txt
tme,tme-ac,orion-of-thebes,Orion of Thebes,Ὤριον ὁ Θηβαῖος,orion-thebes-etymology,Etymologies (Selection B),Ἐτυμολογικὸν Ἔργον,Late Antique,Technical Koine,Grammar,Treatise,,8,grc/orion-thebes-etymology-tme-ac.grc.pdf,grc/orion-thebes-etymology-tme-ac.grc.md,grc/orion-thebes-etymology-tme-ac.grc.txt
tme,tme-ad,orion-of-thebes,Orion of Thebes,Ὤριον ὁ Θηβαῖος,orion-thebes-etymological,Etymologies (Selection C),Ἐτυμολογικὸν Ἔργον,Late Antique,Technical Koine,Grammar,Treatise,,28,grc/orion-thebes-etymological-tme-ad.grc.pdf,grc/orion-thebes-etymological-tme-ad.grc.md,grc/orion-thebes-etymological-tme-ad.grc.txt
tme,tme-ae,orion-of-thebes,Orion of Thebes,Ὤριον ὁ Θηβαῖος,orion-thebes-etymological,Etymologies (Selection D),Ἐτυμολογικὸν Ἔργον,Late Antique,Technical Koine,Grammar,Treatise,,126,grc/orion-thebes-etymological-tme-ae.grc.pdf,grc/orion-thebes-etymological-tme-ae.grc.md,grc/orion-thebes-etymological-tme-ae.grc.txt
tmo,tmo-ab,oros-of-alexandria,Oros of Alexandria,Ὦρος ὁ Ἀλεξανδρεύς,oros-alexandria-attic-words,Collection of Attic Words,Συναγωγὴ Ἀττικῶν Λέξεων,Late Antique,Attic,Grammar,Treatise,,106,grc/oros-alexandria-attic-words-tmo-ab.grc.pdf,grc/oros-alexandria-attic-words-tmo-ab.grc.md,grc/oros-alexandria-attic-words-tmo-ab.grc.txt
tmo,tmo-ac,oros-of-alexandria,Oros of Alexandria,Ὦρος ὁ Ἀλεξανδρεύς,oros-alexandria-attic-words,Collection of Attic Words,Συναγωγὴ Ἀττικῶν Λέξεων,Late Antique,Attic,Grammar,Treatise,,72,grc/oros-alexandria-attic-words-tmo-ac.grc.pdf,grc/oros-alexandria-attic-words-tmo-ac.grc.md,grc/oros-alexandria-attic-words-tmo-ac.grc.txt
tmo,tmo-aa,oros-of-alexandria,Oros of Alexandria,Ὦρος ὁ Ἀλεξανδρεύς,oros-alexandria-unpronounced-iota,Orthography-the Unpronounced Iota,περὶ τῆς ι ἀνεκφωνήτου,Late Antique,Attic,Grammar,Treatise,,7,grc/oros-alexandria-unpronounced-iota-tmo-aa.grc.pdf,grc/oros-alexandria-unpronounced-iota-tmo-aa.grc.md,grc/oros-alexandria-unpronounced-iota-tmo-aa.grc.txt
lea,lea-ad,orphic-poems,Orphic Poems,Ὀρφικὰ ποιήματα,orphic-poems-argonautica,Argonautica,Ἀργοναυτικά,Hellenistic,Epic (Homeric),Philosophy,Treatise,,72,grc/orphic-poems-argonautica-lea-ad.grc.pdf,grc/orphic-poems-argonautica-lea-ad.grc.md,grc/orphic-poems-argonautica-lea-ad.grc.txt
lea,lea-ab,orphic-poems,Orphic Poems,Ὀρφικὰ ποιήματα,orphic-poems-astrological-fragment,Astrological Fragment,Ἀστρολογικὸν Ἀπόσπασμα,Hellenistic,Epic (Homeric),Philosophy,Treatise,,8,grc/orphic-poems-astrological-fragment-lea-ab.grc.pdf,grc/orphic-poems-astrological-fragment-lea-ab.grc.md,grc/orphic-poems-astrological-fragment-lea-ab.grc.txt
lea,lea-af,orphic-poems,Orphic Poems,Ὀρφικὰ ποιήματα,orphic-poems-medicinal-herbs,Fragments on Medicinal Herbs,Ἀποσπάσματα περὶ Βοτανῶν Ἰατρικῶν,Hellenistic,Epic (Homeric),Philosophy,Treatise,,5,grc/orphic-poems-medicinal-herbs-lea-af.grc.pdf,grc/orphic-poems-medicinal-herbs-lea-af.grc.md,grc/orphic-poems-medicinal-herbs-lea-af.grc.txt
lea,lea-ac,orphic-poems,Orphic Poems,Ὀρφικὰ ποιήματα,orphic-poems-derveni,Fragments P. Derveni,Ἀποσπάσματα Π. Δερβενίου,Hellenistic,Epic (Homeric),Philosophy,Treatise,,24,grc/orphic-poems-derveni-lea-ac.grc.pdf,grc/orphic-poems-derveni-lea-ac.grc.md,grc/orphic-poems-derveni-lea-ac.grc.txt
lea,lea-aj,orphic-poems,Orphic Poems,Ὀρφικὰ ποιήματα,orphic-poems-hymns,Hymns,Ὕμνοι,Hellenistic,Epic (Homeric),Philosophy,Treatise,,190,grc/orphic-poems-hymns-lea-aj.grc.pdf,grc/orphic-poems-hymns-lea-aj.grc.md,grc/orphic-poems-hymns-lea-aj.grc.txt
lea,lea-ai,orphic-poems,Orphic Poems,Ὀρφικὰ ποιήματα,orphic-poems-stones,On Stones,Περὶ λίθων,Hellenistic,Epic (Homeric),Philosophy,Treatise,,60,grc/orphic-poems-stones-lea-ai.grc.pdf,grc/orphic-poems-stones-lea-ai.grc.md,grc/orphic-poems-stones-lea-ai.grc.txt
lea,lea-ah,orphic-poems,Orphic Poems,Ὀρφικὰ ποιήματα,orphic-poems-stones,On Stones,Περὶ λίθων,Hellenistic,Epic (Homeric),Philosophy,Treatise,,43,grc/orphic-poems-stones-lea-ah.grc.pdf,grc/orphic-poems-stones-lea-ah.grc.md,grc/orphic-poems-stones-lea-ah.grc.txt
lea,lea-ag,orphic-poems,Orphic Poems,Ὀρφικὰ ποιήματα,orphic-poems-cosmogony-soul,Orphic Cosmogony and Soul Fragments,Ἀποσπάσματα,Hellenistic,Epic (Homeric),Philosophy,Treatise,,25,grc/orphic-poems-cosmogony-soul-lea-ag.grc.pdf,grc/orphic-poems-cosmogony-soul-lea-ag.grc.md,grc/orphic-poems-cosmogony-soul-lea-ag.grc.txt
lea,lea-aa,orphic-poems,Orphic Poems,Ὀρφικὰ ποιήματα,orphic-poems-proclamations-stones,Proclamations-Stones,Προκηρύξεις περὶ λίθων,Hellenistic,Epic (Homeric),Philosophy,Treatise,,53,grc/orphic-poems-proclamations-stones-lea-aa.grc.pdf,grc/orphic-poems-proclamations-stones-lea-aa.grc.md,grc/orphic-poems-proclamations-stones-lea-aa.grc.txt
lea,lea-ae,orphic-poems,Orphic Poems,Ὀρφικὰ ποιήματα,orphic-poems-testimonies,Testimonies,Μαρτυρίαι,Hellenistic,Epic (Homeric),Philosophy,Treatise,,25,grc/orphic-poems-testimonies-lea-ae.grc.pdf,grc/orphic-poems-testimonies-lea-ae.grc.md,grc/orphic-poems-testimonies-lea-ae.grc.txt
