eul_aid,eul_wid,author_display_string,author_english,author_greek,work_display_string,work_english,work_greek,period,dialect,domain,format,affiliation,passages,grc_pdf,grc_md,grc_txt
sde,sde-aa,ostanes-the-alchemist,Ostanes the Alchemist,Ὀστάνης ὁ Ἀλχημιστής,ostanes-sacred-divine-art,Ostanes the Philosopher to Petasius-This Sacred and Divine Art,Ὀστάνου φιλοσόφου πρὸς Πετάσιον περὶ τῆς ἱερᾶς,Late Antique,Koine (frg),Science,Treatise,,2,grc/ostanes-sacred-divine-art-sde-aa.grc.pdf,grc/ostanes-sacred-divine-art-sde-aa.grc.md,grc/ostanes-sacred-divine-art-sde-aa.grc.txt
cqc,cqc-ae,paean-collection-anon,Paean Collection Anonymous,"Παιάνας (Ἀνώνυμος, Αἰῶνος Ε΄ π.Χ.)",paean-collection-delphic-i,Delphic Paean I to Apollo,Δελφικὸς Παιὰν Αʹ πρὸς Ἀπόλλωνα,Classical,Doric (frg),Poetry,Verse,,17,grc/paean-collection-delphic-i-cqc-ae.grc.pdf,grc/paean-collection-delphic-i-cqc-ae.grc.md,grc/paean-collection-delphic-i-cqc-ae.grc.txt
cqc,cqc-ab,paean-collection-anon,Paean Collection Anonymous,"Παιάνας (Ἀνώνυμος, Αἰῶνος Ε΄ π.Χ.)",paean-collection-erythraean-fragment,Erythraean Fragment of a Paean to Apollo,Ἐρυθραῖον Ἀπόσπασμα Παιᾶνος πρὸς Ἀπόλλωνα,Classical,Doric (frg),Poetry,Verse,,1,grc/paean-collection-erythraean-fragment-cqc-ab.grc.pdf,grc/paean-collection-erythraean-fragment-cqc-ab.grc.md,grc/paean-collection-erythraean-fragment-cqc-ab.grc.txt
cqc,cqc-aa,paean-collection-anon,Paean Collection Anonymous,"Παιάνας (Ἀνώνυμος, Αἰῶνος Ε΄ π.Χ.)",paean-collection-erythraean-dion,Erythraean Paean Found at the City of Dion,Ἐρυθραῖος Παιὰν εὑρεθεὶς ἐν Δίῳ,Classical,Doric (frg),Poetry,Verse,,16,grc/paean-collection-erythraean-dion-cqc-aa.grc.pdf,grc/paean-collection-erythraean-dion-cqc-aa.grc.md,grc/paean-collection-erythraean-dion-cqc-aa.grc.txt
cqc,cqc-ad,paean-collection-anon,Paean Collection Anonymous,"Παιάνας (Ἀνώνυμος, Αἰῶνος Ε΄ π.Χ.)",paean-collection-erythraean-aesculapius,Erythraean Paean to Aesculapius,Ἐρυθραῖος Παιὰν πρὸς Ἀσκληπιόν,Classical,Doric (frg),Poetry,Verse,,27,grc/paean-collection-erythraean-aesculapius-cqc-ad.grc.pdf,grc/paean-collection-erythraean-aesculapius-cqc-ad.grc.md,grc/paean-collection-erythraean-aesculapius-cqc-ad.grc.txt
cqc,cqc-ac,paean-collection-anon,Paean Collection Anonymous,"Παιάνας (Ἀνώνυμος, Αἰῶνος Ε΄ π.Χ.)",paean-collection-titus-flamininus,Fragment of a Paean to Titus Flamininus,Ἀπόσπασμα Παιᾶνος πρὸς Τίτον Φλαμινῖνον,Classical,Doric (frg),Poetry,Verse,,1,grc/paean-collection-titus-flamininus-cqc-ac.grc.pdf,grc/paean-collection-titus-flamininus-cqc-ac.grc.md,grc/paean-collection-titus-flamininus-cqc-ac.grc.txt
fnc,fnc-aa,paeon-of-amathus,Paeon of Amathus,Παίων Ἀμαθούσιος,paeon-amathus-cypriot-histories,Cypriot Histories and Myths,Ἀποσπάσματα,Classical,Koine,History,Prose,,3,grc/paeon-amathus-cypriot-histories-fnc-aa.grc.pdf,grc/paeon-amathus-cypriot-histories-fnc-aa.grc.md,grc/paeon-amathus-cypriot-histories-fnc-aa.grc.txt
hlc,hlc-ab,palaephatus-the-mythographer,Palaephatus the Mythographer,Παλαίφατος ὁ παραδοξογράφος,palaephatus-trojan-geography,Fragments on Trojan Geography,Ἀποσπάσματα περὶ Τρωϊκῆς Γεωγραφίας,Classical,Attic,Fiction,Prose,,7,grc/palaephatus-trojan-geography-hlc-ab.grc.pdf,grc/palaephatus-trojan-geography-hlc-ab.grc.md,grc/palaephatus-trojan-geography-hlc-ab.grc.txt
hlc,hlc-aa,palaephatus-the-mythographer,Palaephatus the Mythographer,Παλαίφατος ὁ παραδοξογράφος,palaephatus-incredible-things,On Incredible Things,Περὶ Ἀπίστων,Classical,Attic,Fiction,Prose,,55,grc/palaephatus-incredible-things-hlc-aa.grc.pdf,grc/palaephatus-incredible-things-hlc-aa.grc.md,grc/palaephatus-incredible-things-hlc-aa.grc.txt
npc,npc-aa,palatine-paradoxographer,Palatine Paradoxographer,Παραδοξογράφος Παλατῖνος,palatine-paradoxographer-marvels,Marvels,Θαύματα,Roman,Mixed Dialects,History,Prose,,13,grc/palatine-paradoxographer-marvels-npc-aa.grc.pdf,grc/palatine-paradoxographer-marvels-npc-aa.grc.md,grc/palatine-paradoxographer-marvels-npc-aa.grc.txt
nmu,nmu-aa,pamphila-of-epidaurus,Pamphila of Epidaurus,Παμφίλη Ἐπιδαυρία,pamphila-epidaurus-historical-memoranda,Historical Memoranda Fragments,Ἀποσπάσματα,Roman,Koine,History,Prose,,11,grc/pamphila-epidaurus-historical-memoranda-nmu-aa.grc.pdf,grc/pamphila-epidaurus-historical-memoranda-nmu-aa.grc.md,grc/pamphila-epidaurus-historical-memoranda-nmu-aa.grc.txt
unw,unw-aa,pamprepius-of-panopolis,Pamprepius of Panopolis,Παμπρέπιος ὁ Πανοπολίτης,pamprepius-panopolis-lion-hunt,Fragments on a Lion Hunt,Ἀποσπάσματα περὶ Κυνηγίας Λέοντος,Late Antique,Epic (Homeric),Epic,Verse,,162,grc/pamprepius-panopolis-lion-hunt-unw-aa.grc.pdf,grc/pamprepius-panopolis-lion-hunt-unw-aa.grc.md,grc/pamprepius-panopolis-lion-hunt-unw-aa.grc.txt
rty,rty-aa,panarces-the-writer-of-riddles,Panarces the Writer of Riddles,Πανάργης ὁ Γραφεύς Αἰνigmatῶν,panarces-riddles-paradoxical-encounters,Riddles of Paradoxical Encounters,Ἀποσπάσματα,Roman,Koine,Poetry,Verse,,9,grc/panarces-riddles-paradoxical-encounters-rty-aa.grc.pdf,grc/panarces-riddles-paradoxical-encounters-rty-aa.grc.md,grc/panarces-riddles-paradoxical-encounters-rty-aa.grc.txt
jqu,jqu-ab,pancrates-of-arcadia,Pancrates of Arcadia,Παγκράτης Ἀρκάς,pancrates-arcadia-epigrams,Epigrams,Ἐπιγράμματα,Hellenistic,Epic (Homeric) (frg),Poetry,Verse,,12,grc/pancrates-arcadia-epigrams-jqu-ab.grc.pdf,grc/pancrates-arcadia-epigrams-jqu-ab.grc.md,grc/pancrates-arcadia-epigrams-jqu-ab.grc.txt
jqu,jqu-aa,pancrates-of-arcadia,Pancrates of Arcadia,Παγκράτης Ἀρκάς,pancrates-arcadia-sea-creatures,Fragments on Sea Creatures,Ἀποσπάσματα περὶ τῶν ἐν θαλάσσῃ Ζῴων,Hellenistic,Epic (Homeric) (frg),Poetry,Verse,,9,grc/pancrates-arcadia-sea-creatures-jqu-aa.grc.pdf,grc/pancrates-arcadia-sea-creatures-jqu-aa.grc.md,grc/pancrates-arcadia-sea-creatures-jqu-aa.grc.txt
pge,pge-aa,pancrates-of-egypt,Pancrates of Egypt,Παγκράτης ὁ Αἰγύπτιος,pancrates-egypt-antinous-hadrian,Fragments on Antinous and Hadrian,Ἀποσπάσματα περὶ Ἀντινόου καὶ Ἁδριανοῦ,Roman,Epic (Homeric),Epic,Collection,,31,grc/pancrates-egypt-antinous-hadrian-pge-aa.grc.pdf,grc/pancrates-egypt-antinous-hadrian-pge-aa.grc.md,grc/pancrates-egypt-antinous-hadrian-pge-aa.grc.txt
pge,pge-ab,pancrates-of-egypt,Pancrates of Egypt,Παγκράτης ὁ Αἰγύπτιος,pancrates-egypt-testimony,Testimony,Μαρτυρία,Roman,Epic (Homeric),Epic,Collection,,1,grc/pancrates-egypt-testimony-pge-ab.grc.pdf,grc/pancrates-egypt-testimony-pge-ab.grc.md,grc/pancrates-egypt-testimony-pge-ab.grc.txt
avo,avo-aa,panteleius-the-epic-poet,Panteleius the Epic Poet,Παντελεῖος ὁ ἐποποιός,panteleius-warrior-of-unyielding-bronze,Warrior of Unyielding Bronze,Ἀπόσπασμα,Archaic,Epic (Homeric),Epic,Verse,,2,grc/panteleius-warrior-of-unyielding-bronze-avo-aa.grc.pdf,grc/panteleius-warrior-of-unyielding-bronze-avo-aa.grc.md,grc/panteleius-warrior-of-unyielding-bronze-avo-aa.grc.txt
bok,bok-ab,panyassis-of-halicarnassus,Panyassis of Halicarnassus,Πανύασις ὁ Ἁλικαρνασσεύς,panyassis-halicarnassus-epic-fragments,Epic Fragments,Ἡρωϊκὰ Ἀποσπάσματα,Archaic,Epic (Homeric),Epic,Verse,,59,grc/panyassis-halicarnassus-epic-fragments-bok-ab.grc.pdf,grc/panyassis-halicarnassus-epic-fragments-bok-ab.grc.md,grc/panyassis-halicarnassus-epic-fragments-bok-ab.grc.txt
bok,bok-aa,panyassis-of-halicarnassus,Panyassis of Halicarnassus,Πανύασις ὁ Ἁλικαρνασσεύς,panyassis-halicarnassus-epic-fragments,Epic Fragments,Ἡρωϊκὰ Ἀποσπάσματα,Archaic,Epic (Homeric),Epic,Verse,,61,grc/panyassis-halicarnassus-epic-fragments-bok-aa.grc.pdf,grc/panyassis-halicarnassus-epic-fragments-bok-aa.grc.md,grc/panyassis-halicarnassus-epic-fragments-bok-aa.grc.txt
txs,txs-aa,pappus-of-alexandria,Pappus of Alexandria,Πάππος ὁ Ἀλεξανδρεύς,pappus-alexandria-commentary-ptolemy-syntax,Commentary-Ptolemy's Mathematical Syntax 5–6,Ὑπόμνημα εἰς Πτολεμαίου Μαθηματικὴν Σύνταξιν,Late Antique,Technical Koine,Mathematics,Treatise,,300,grc/pappus-alexandria-commentary-ptolemy-syntax-txs-aa.grc.pdf,grc/pappus-alexandria-commentary-ptolemy-syntax-txs-aa.grc.md,grc/pappus-alexandria-commentary-ptolemy-syntax-txs-aa.grc.txt
txs,txs-ab,pappus-of-alexandria,Pappus of Alexandria,Πάππος ὁ Ἀλεξανδρεύς,pappus-alexandria-synagogue,Synagogue,Συναγωγή,Late Antique,Technical Koine,Mathematics,Treatise,,563,grc/pappus-alexandria-synagogue-txs-ab.grc.pdf,grc/pappus-alexandria-synagogue-txs-ab.grc.md,grc/pappus-alexandria-synagogue-txs-ab.grc.txt
sei,sei-aa,pappus-the-alchemist,Pappus the Alchemist,Πάππος ὁ Ἀλχημιστής,pappus-oath,Pappus the Philosopher Oath,Πάππου φιλοσόφου ὅρκος,Late Antique,Technical Koine,Science,Treatise,,2,grc/pappus-oath-sei-aa.grc.pdf,grc/pappus-oath-sei-aa.grc.md,grc/pappus-oath-sei-aa.grc.txt
jre,jre-ab,paradoxographer-anon,Paradoxographer Anonymous,Ἀνώνυμοι Παραδοξογράφοι,paradoxographer-anon-brotherly-friends,On Brotherly Friends,Περὶ ἀδελφικῶν φίλων,Hellenistic,Koine,History,Prose,,2,grc/paradoxographer-anon-brotherly-friends-jre-ab.grc.pdf,grc/paradoxographer-anon-brotherly-friends-jre-ab.grc.md,grc/paradoxographer-anon-brotherly-friends-jre-ab.grc.txt
jre,jre-ag,paradoxographer-anon,Paradoxographer Anonymous,Ἀνώνυμοι Παραδοξογράφοι,paradoxographer-anon-friends,On Friends,Περὶ φίλων,Hellenistic,Koine,History,Prose,,2,grc/paradoxographer-anon-friends-jre-ag.grc.pdf,grc/paradoxographer-anon-friends-jre-ag.grc.md,grc/paradoxographer-anon-friends-jre-ag.grc.txt
jre,jre-ac,paradoxographer-anon,Paradoxographer Anonymous,Ἀνώνυμοι Παραδοξογράφοι,paradoxographer-anon-incredible-things,On Incredible Things,Περὶ ἀπίστων,Hellenistic,Koine,History,Prose,,23,grc/paradoxographer-anon-incredible-things-jre-ac.grc.pdf,grc/paradoxographer-anon-incredible-things-jre-ac.grc.md,grc/paradoxographer-anon-incredible-things-jre-ac.grc.txt
jre,jre-af,paradoxographer-anon,Paradoxographer Anonymous,Ἀνώνυμοι Παραδοξογράφοι,paradoxographer-anon-impious,On the Impious,Περὶ τῶν ἀσεβῶν,Hellenistic,Koine,History,Prose,,2,grc/paradoxographer-anon-impious-jre-af.grc.pdf,grc/paradoxographer-anon-impious-jre-af.grc.md,grc/paradoxographer-anon-impious-jre-af.grc.txt
jre,jre-ad,paradoxographer-anon,Paradoxographer Anonymous,Ἀνώνυμοι Παραδοξογράφοι,paradoxographer-anon-transformations,On Transformations,Περὶ μεταμορφώσεων,Hellenistic,Koine,History,Prose,,2,grc/paradoxographer-anon-transformations-jre-ad.grc.pdf,grc/paradoxographer-anon-transformations-jre-ad.grc.md,grc/paradoxographer-anon-transformations-jre-ad.grc.txt
jre,jre-ae,paradoxographer-anon,Paradoxographer Anonymous,Ἀνώνυμοι Παραδοξογράφοι,paradoxographer-anon-women,Treatise-Women,Περὶ γυναικῶν,Hellenistic,Koine,History,Prose,,13,grc/paradoxographer-anon-women-jre-ae.grc.pdf,grc/paradoxographer-anon-women-jre-ae.grc.md,grc/paradoxographer-anon-women-jre-ae.grc.txt
jre,jre-aa,paradoxographer-anon,Paradoxographer Anonymous,Ἀνώνυμοι Παραδοξογράφοι,paradoxographer-anon-ruined-houses,Which Houses Were Ruined by Women,Τίνες οἶκοι ἀνάστατοι διὰ γυναῖκας ἐγένοντο,Hellenistic,Koine,History,Prose,,2,grc/paradoxographer-anon-ruined-houses-jre-aa.grc.pdf,grc/paradoxographer-anon-ruined-houses-jre-aa.grc.md,grc/paradoxographer-anon-ruined-houses-jre-aa.grc.txt
bke,bke-ab,parmenides-of-elea,Parmenides of Elea,Παρμενίδης ὁ Ἐλεάτης,parmenides-elea-nature-being,On the Nature of Being,Ἀποσπάσματα,Archaic,Epic (Homeric) (frg),Philosophy,Collection,Eleatic,31,grc/parmenides-elea-nature-being-bke-ab.grc.pdf,grc/parmenides-elea-nature-being-bke-ab.grc.md,grc/parmenides-elea-nature-being-bke-ab.grc.txt
bke,bke-aa,parmenides-of-elea,Parmenides of Elea,Παρμενίδης ὁ Ἐλεάτης,parmenides-elea-testimonies,Testimonies,Μαρτυρίαι,Archaic,Epic (Homeric) (frg),Philosophy,Collection,Eleatic,59,grc/parmenides-elea-testimonies-bke-aa.grc.pdf,grc/parmenides-elea-testimonies-bke-aa.grc.md,grc/parmenides-elea-testimonies-bke-aa.grc.txt
lay,lay-aa,parmeniscus-the-philosopher,Parmeniscus the Philosopher,Παρηνίσκος ὁ φιλόσοφος,parmeniscus-testimonies,Testimonies,Μαρτυρίαι,Hellenistic,Koine,Philosophy,Collection,Pythagorean,3,grc/parmeniscus-testimonies-lay-aa.grc.pdf,grc/parmeniscus-testimonies-lay-aa.grc.md,grc/parmeniscus-testimonies-lay-aa.grc.txt
gls,gls-aa,parmenon-the-iambic-poet,Parmenon the Iambic Poet,Παρημένων ὁ ἰαμβογράφος,parmenon-drunken-revelry-travel,Drunken Revelry and Travel,Ἀποσπάσματα,Classical,"Ionic (ia, frg)",Poetry,Verse,,3,grc/parmenon-drunken-revelry-travel-gls-aa.grc.pdf,grc/parmenon-drunken-revelry-travel-gls-aa.grc.md,grc/parmenon-drunken-revelry-travel-gls-aa.grc.txt
gls,gls-ab,parmenon-the-iambic-poet,Parmenon the Iambic Poet,Παρημένων ὁ ἰαμβογράφος,parmenon-egyptian-cities,Fragments on Egyptian Cities,Ἀποσπάσματα περὶ Αἰγυπτιακῶν Πόλεων,Classical,"Ionic (ia, frg)",Poetry,Verse,,5,grc/parmenon-egyptian-cities-gls-ab.grc.pdf,grc/parmenon-egyptian-cities-gls-ab.grc.md,grc/parmenon-egyptian-cities-gls-ab.grc.txt
rto,rto-aa,parodica-anonyma,Parodica Anonyma,Παροδικά Ἀνώνυμα,parodica-anon-uncertain-fragments,Fragments of Uncertain Works,Ἀποσπάσματα Ἀδήλων Ἔργων,Roman,Atticizing Literary,Poetry,Verse,,45,grc/parodica-anon-uncertain-fragments-rto-aa.grc.pdf,grc/parodica-anon-uncertain-fragments-rto-aa.grc.md,grc/parodica-anon-uncertain-fragments-rto-aa.grc.txt
mje,mje-ab,parodist-anon,Parodist  Anonymous,Ἀνώνυμος παρωδός (Βατραχομυομαχία),parodist-anon-frogs-mice,Battle of Frogs and Mice,Βατραχομυομαχία,Hellenistic,Epic (Homeric),Poetry,Verse,,270,grc/parodist-anon-frogs-mice-mje-ab.grc.pdf,grc/parodist-anon-frogs-mice-mje-ab.grc.md,grc/parodist-anon-frogs-mice-mje-ab.grc.txt
mje,mje-aa,parodist-anon,Parodist  Anonymous,Ἀνώνυμος παρωδός (Βατραχομυομαχία),parodist-anon-frogs-mice,"Battle of Frogs and Mice, Byzantine Prosody",Βατραχομυομαχία,Hellenistic,Epic (Homeric),Poetry,Verse,,42,grc/parodist-anon-frogs-mice-mje-aa.grc.pdf,grc/parodist-anon-frogs-mice-mje-aa.grc.md,grc/parodist-anon-frogs-mice-mje-aa.grc.txt
avy,avy-aa,paron-of-miletus,Paron of Miletus,Πάρων ὁ Μιλήσιος,paron-miletus-testimony,Testimony,Μαρτυρία,Archaic,Ionic,Philosophy,Collection,Presocratic,1,grc/paron-miletus-testimony-avy-aa.grc.pdf,grc/paron-miletus-testimony-avy-aa.grc.md,grc/paron-miletus-testimony-avy-aa.grc.txt
ewe,ewe-aa,parrhasius-of-ephesus,Parrhasius of Ephesus,Παρράσιος ὁ Ἐφέσιος,parrhasius-ephesus-epigrams,Epigrams,Ἐπιγράμματα,Classical,Ionic Elegiac,Poetry,Verse,,3,grc/parrhasius-ephesus-epigrams-ewe-aa.grc.pdf,grc/parrhasius-ephesus-epigrams-ewe-aa.grc.md,grc/parrhasius-ephesus-epigrams-ewe-aa.grc.txt
npm,npm-aa,parthax-the-historian,Parthax the Historian,Πάρθакс ὁ Ἱστορικός,parthax-italian-geography,Fragments of Italian Geography,Ἀποσπάσματα περὶ τῆς Ἰταλικῆς Γεωγραφίας,Roman,Koine,History,Prose,,4,grc/parthax-italian-geography-npm-aa.grc.pdf,grc/parthax-italian-geography-npm-aa.grc.md,grc/parthax-italian-geography-npm-aa.grc.txt
oec,oec-aa,parthenius-of-nicaea,Parthenius of Nicaea the Elegist,Παρθένιος ὁ Νικαεύς,parthenius-nicaea-fragments,Fragments and Titles,Ἀποσπάσματα καὶ Τίτλοι,Roman,Literary Koine,Fiction,Prose,,8,grc/parthenius-nicaea-fragments-oec-aa.grc.pdf,grc/parthenius-nicaea-fragments-oec-aa.grc.md,grc/parthenius-nicaea-fragments-oec-aa.grc.txt
oec,oec-ac,parthenius-of-nicaea,Parthenius of Nicaea the Elegist,Παρθένιος ὁ Νικαεύς,parthenius-nicaea-love-stories,Love Stories,Ἐρωτικὰ Παθήματα,Roman,Literary Koine,Fiction,Prose,,139,grc/parthenius-nicaea-love-stories-oec-ac.grc.pdf,grc/parthenius-nicaea-love-stories-oec-ac.grc.md,grc/parthenius-nicaea-love-stories-oec-ac.grc.txt
oec,oec-ab,parthenius-of-nicaea,Parthenius of Nicaea the Elegist,Παρθένιος ὁ Νικαεύς,parthenius-nicaea-remains-poetry,Remains of Poetry,Λείψανα Ποιήσεως,Roman,Literary Koine,Fiction,Prose,,45,grc/parthenius-nicaea-remains-poetry-oec-ab.grc.pdf,grc/parthenius-nicaea-remains-poetry-oec-ab.grc.md,grc/parthenius-nicaea-remains-poetry-oec-ab.grc.txt
gmc,gmc-aa,patrocles-of-thurii,Patrocles of Thurii,Πατροκλῆς ὁ Θούριος,patrocles-thurii-vicissitudes-fate,On the Vicissitudes of Fate,Ἀποσπάσματα,Classical,Attic Drama,Drama,Verse,,5,grc/patrocles-thurii-vicissitudes-fate-gmc-aa.grc.pdf,grc/patrocles-thurii-vicissitudes-fate-gmc-aa.grc.md,grc/patrocles-thurii-vicissitudes-fate-gmc-aa.grc.txt
hto,hto-aa,patrocles-the-historian,Patrocles the Historian,Πάτροκλος ὁ ἱστορικός,patrocles-geographical-india,Geographical Fragments on India,Ἀποσπάσματα περὶ τῆς Ἰνδικῆς,Hellenistic,Attic (frg),History,Prose,,5,grc/patrocles-geographical-india-hto-aa.grc.pdf,grc/patrocles-geographical-india-hto-aa.grc.md,grc/patrocles-geographical-india-hto-aa.grc.txt
sum,sum-aa,paul-of-alexandria,Paul of Alexandria the Astrologer,Παῦλος ὁ Ἀλεξανδρεύς,paul-alexandria-astrology,Elements of Astrology,Στοιχεῖα Ἀστρολογίας,Late Antique,Technical Koine,Science,Treatise,,96,grc/paul-alexandria-astrology-sum-aa.grc.pdf,grc/paul-alexandria-astrology-sum-aa.grc.md,grc/paul-alexandria-astrology-sum-aa.grc.txt
sum,sum-ab,paul-of-alexandria,Paul of Alexandria the Astrologer,Παῦλος ὁ Ἀλεξανδρεύς,paul-alexandria-summary,Summary,Σύνοψις,Late Antique,Technical Koine,Science,Treatise,,4,grc/paul-alexandria-summary-sum-ab.grc.pdf,grc/paul-alexandria-summary-sum-ab.grc.md,grc/paul-alexandria-summary-sum-ab.grc.txt
vfo,vfo-aa,paul-the-silentiary,Paul the Silentiary,Παῦλος ὁ Σιλεντιάριος,paul-silentiary-hagia-sophia,Description of Hagia Sophia,Περὶ τῆς Ἁγίας Σοφίας,Late Antique,Koine,Poetry,Verse,,1029,grc/paul-silentiary-hagia-sophia-vfo-aa.grc.pdf,grc/paul-silentiary-hagia-sophia-vfo-aa.grc.md,grc/paul-silentiary-hagia-sophia-vfo-aa.grc.txt
vfo,vfo-ab,paul-the-silentiary,Paul the Silentiary,Παῦλος ὁ Σιλεντιάριος,paul-silentiary-ambo,Description of the Ambo,Περὶ τοῦ Ἄμβωνος,Late Antique,Koine,Poetry,Verse,,303,grc/paul-silentiary-ambo-vfo-ab.grc.pdf,grc/paul-silentiary-ambo-vfo-ab.grc.md,grc/paul-silentiary-ambo-vfo-ab.grc.txt
eqk,eqk-aa,pausanias-and-xerxes-letters,Pausanias and Xerxes Letters,Παυσανίου καὶ Ξέρξου Ἐπιστολαί,pausanias-xerxes-letters-correspondence,Letters of Pausanias and Xerxes,Ἐπιστολαὶ Παυσανίου καὶ Ξέρξου,Classical,Attic,History,Epistle,,5,grc/pausanias-xerxes-letters-correspondence-eqk-aa.grc.pdf,grc/pausanias-xerxes-letters-correspondence-eqk-aa.grc.md,grc/pausanias-xerxes-letters-correspondence-eqk-aa.grc.txt
qpe,qpe-aa,pausanias-periegete,Pausanias Periegete II,Παυσανίας ὁ Περιηγητής,pausanias-periegete-attic-names,Collection of Attic Names,Ἀττικῶν ὀνομάτων συναγωγή,Roman,Koine,Geography,Prose,,557,grc/pausanias-periegete-attic-names-qpe-aa.grc.pdf,grc/pausanias-periegete-attic-names-qpe-aa.grc.md,grc/pausanias-periegete-attic-names-qpe-aa.grc.txt
