eul_aid,eul_wid,author_display_string,work_display_string,work_english,work_greek,domain,grc_md,grc_md_bytes,grc_md_text_offset
boa,boa-aa,pindar,pindar-isthmian-odes,Isthmian Odes,Ἰσθμιονῖκαι,Poetry,grc/pindar-isthmian-odes-boa-aa.grc.md,49327,482
boa,boa-ad,pindar,pindar-nemean-odes,Nemean Odes,Νεμεονῖκαι,Poetry,grc/pindar-nemean-odes-boa-ad.grc.md,80154,468
boa,boa-ab,pindar,pindar-victors,Olympic Victors,Ὀλυμπιονῖκαι,Poetry,grc/pindar-victors-boa-ab.grc.md,98603,478
boa,boa-ac,pindar,pindar-pythian-odes,Pythian Odes,Πυθιονῖκαι,Poetry,grc/pindar-pythian-odes-boa-ac.grc.md,123811,472
ppu,ppu-aa,pindar-commentary,pindar-comm-preface-chapters,Chapters to the Preface of Scholia-Pindar's Poems,Κεφάλαια εἰς τὴν Προοίμιον Σχολίων εἰς Πινδάρου,Lexicography,grc/pindar-comm-preface-chapters-ppu-aa.grc.md,15021,723
ppu,ppu-ab,pindar-commentary,pindar-comm-scholia-olympia-pythia,Scholia and Glosses-Olympia and Pythia,Σχόλια καὶ Γλῶσσαι εἰς Ὀλυμπιακὰ καὶ Πυθιακά,Lexicography,grc/pindar-comm-scholia-olympia-pythia-ppu-ab.grc.md,885503,705
ppu,ppu-af,pindar-commentary,pindar-comm-scholia,"Scholia on Pindar (Olympians, Pythians, Isthmians)",Σχόλια εἰς Πίνδαρον Ἰσθμιακά,Lexicography,grc/pindar-comm-scholia-ppu-af.grc.md,2172596,561
ppu,ppu-ag,pindar-commentary,pindar-comm-scholia,Scholia on Pindar (Selections/Glosses),Σχόλια εἰς Πίνδαρον,Lexicography,grc/pindar-comm-scholia-ppu-ag.grc.md,359892,525
ppu,ppu-ac,pindar-commentary,pindar-comm-nemean-isthmian,Scholia-Nemean and Isthmian Odes,Σχόλια εἰς Νεμεακὰ καὶ Ἰσθμιακά,Lexicography,grc/pindar-comm-nemean-isthmian-ppu-ac.grc.md,94629,627
ppu,ppu-ae,pindar-commentary,pindar-comm-scholia-paeans,Scholia-Paeans,Σχόλια εἰς Παιᾶνας,Lexicography,grc/pindar-comm-scholia-paeans-ppu-ae.grc.md,10796,537
ppu,ppu-ad,pindar-commentary,pindar-comm-scholia-pythian-odes,Scholia-Pythian Odes V–VII,Σχόλια εἰς Πυθιακὰ ᾨδὰς Ε'-Ζ',Lexicography,grc/pindar-comm-scholia-pythian-odes-ppu-ad.grc.md,123046,617
nmk,nmk-aa,pisistratus-letters,pisistratus-letters-defense-letter,Pisistratus's Defense Letter,Ἐπιστολή,History,grc/pisistratus-letters-defense-letter-nmk-aa.grc.md,3255,546
lta,lta-aa,pittacus-letters,pittacus-croesus,Letter to Croesus,Ἐπιστολή,Oratory,grc/pittacus-croesus-lta-aa.grc.md,1392,486
lgs,lgs-aa,plato's-theaetetus-comm-anon,anon-comm-plato-theaetetus,Commentary-Plato's Theaetetus,Ὑπόμνημα εἰς τὸν Θεαίτητον τοῦ Πλάτωνος,Philosophy,grc/anon-comm-plato-theaetetus-lgs-aa.grc.md,142635,695
uqe,uqe-ab,plato-commentary,plato-comm-scholia,Later Scholia on Plato,Σχόλια εἰς Πλάτωνα,Philosophy,grc/plato-comm-scholia-uqe-ab.grc.md,135845,525
uqe,uqe-aa,plato-commentary,plato-comm-scholia,Old Scholia on Plato,Σχόλια εἰς Πλάτωνα,Philosophy,grc/plato-comm-scholia-uqe-aa.grc.md,786734,525
dno,dno-aa,plato-lysis,plato-lysis-hipparchus,Letter to Hipparchus,Ἐπιστολὴ πρὸς Ἵππαρχον,Philosophy,grc/plato-lysis-hipparchus-dno-aa.grc.md,7898,567
dno,dno-ab,plato-lysis,plato-lysis-testimonies,Testimonies,Μαρτυρίαι,Philosophy,grc/plato-lysis-testimonies-dno-ab.grc.md,3020,498
ffk,ffk-ae,plato-of-athens,plato-alcibiades,Alcibiades A,Ἀλκιβιάδης αʹ,Philosophy,grc/plato-alcibiades-ffk-ae.grc.md,142760,508
ffk,ffk-af,plato-of-athens,plato-alcibiades-b,Alcibiades B,Ἀλκιβιάδης βʹ,Philosophy,grc/plato-alcibiades-b-ffk-af.grc.md,55324,512
ffk,ffk-aa,plato-of-athens,plato-apology,Apology of Socrates,Ἀπολογία Σωκράτους,Philosophy,grc/plato-apology-ffk-aa.grc.md,106498,536
ffk,ffk-an,plato-of-athens,plato-charmides,Charmides,Χαρμίδης,Philosophy,grc/plato-charmides-ffk-an.grc.md,97519,480
ffk,ffk-ao,plato-of-athens,plato-clitophon,Clitophon,Κλειτοφῶν,Philosophy,grc/plato-clitophon-ffk-ao.grc.md,19671,486
ffk,ffk-at,plato-of-athens,plato-cratylus,Cratylus,Κρατύλος,Philosophy,grc/plato-cratylus-ffk-at.grc.md,231544,476
ffk,ffk-ba,plato-of-athens,plato-critias,Critias,Κριτίας,Philosophy,grc/plato-critias-ffk-ba.grc.md,60661,468
ffk,ffk-bj,plato-of-athens,plato-crito,Crito,Κρίτων,Philosophy,grc/plato-crito-ffk-bj.grc.md,51535,456
ffk,ffk-ah,plato-of-athens,plato-definitions,Definitions,Ὅροι,Philosophy,grc/plato-definitions-ffk-ah.grc.md,24891,474
ffk,ffk-au,plato-of-athens,plato-epigrams,Epigrams (Anthologia Graeca Selection),Ἐπιγράμματα,Philosophy,grc/plato-epigrams-ffk-au.grc.md,9999,487
ffk,ffk-av,plato-of-athens,plato-epigrams,Epigrams (with Anacreontea),Ἐπιγράμματα,Philosophy,grc/plato-epigrams-ffk-av.grc.md,11133,487
ffk,ffk-aw,plato-of-athens,plato-epinomis,Epinomis,Ἐπινομίς,Philosophy,grc/plato-epinomis-ffk-aw.grc.md,76033,478
ffk,ffk-ai,plato-of-athens,plato-euthydemus,Euthydemus,Εὐθύδημος,Philosophy,grc/plato-euthydemus-ffk-ai.grc.md,145990,490
ffk,ffk-ap,plato-of-athens,plato-euthyphro,Euthyphro,Εὐθύφρων,Philosophy,grc/plato-euthyphro-ffk-ap.grc.md,65042,482
ffk,ffk-bb,plato-of-athens,plato-gorgias,Gorgias,Γοργίας,Philosophy,grc/plato-gorgias-ffk-bb.grc.md,336302,468
ffk,ffk-ac,plato-of-athens,plato-hippias,Greater Hippias,Ἱππίας μείζων,Philosophy,grc/plato-hippias-ffk-ac.grc.md,106106,508
ffk,ffk-aj,plato-of-athens,plato-hipparchus,Hipparchus,Ἵππαρχος,Philosophy,grc/plato-hipparchus-ffk-aj.grc.md,31329,486
ffk,ffk-bo,plato-of-athens,plato-ion,Ion,Ἴων,Philosophy,grc/plato-ion-ffk-bo.grc.md,49442,438
ffk,ffk-bg,plato-of-athens,plato-laches,Laches,Λάχης,Philosophy,grc/plato-laches-ffk-bg.grc.md,96152,456
ffk,ffk-bm,plato-of-athens,plato-laws,Laws,Νόμοι,Philosophy,grc/plato-laws-ffk-bm.grc.md,1285539,448
ffk,ffk-ad,plato-of-athens,plato-hippias-minor,Lesser Hippias,Ἱππίας ἐλάττων,Philosophy,grc/plato-hippias-minor-ffk-ad.grc.md,55784,524
ffk,ffk-bh,plato-of-athens,plato-lovers,Lovers,Ἐρασταί,Philosophy,grc/plato-lovers-ffk-bh.grc.md,29900,466
ffk,ffk-bk,plato-of-athens,plato-lysis,Lysis,Λύσις,Philosophy,grc/plato-lysis-ffk-bk.grc.md,78340,452
ffk,ffk-aq,plato-of-athens,plato-menexenus,Menexenus,Μενέξενος,Philosophy,grc/plato-menexenus-ffk-aq.grc.md,61289,484
ffk,ffk-bn,plato-of-athens,plato-meno,Meno,Μένων,Philosophy,grc/plato-meno-ffk-bn.grc.md,127230,448
ffk,ffk-bl,plato-of-athens,plato-minos,Minos,Μίνως,Philosophy,grc/plato-minos-ffk-bl.grc.md,38512,452
ffk,ffk-ak,plato-of-athens,plato-parmenides,Parmenides,Παρμενίδης,Philosophy,grc/plato-parmenides-ffk-ak.grc.md,163683,492
ffk,ffk-bi,plato-of-athens,plato-phaedo,Phaedo,Φαίδων,Philosophy,grc/plato-phaedo-ffk-bi.grc.md,257403,460
ffk,ffk-ax,plato-of-athens,plato-phaedrus,Phaedrus,Φαῖδρος,Philosophy,grc/plato-phaedrus-ffk-ax.grc.md,207945,474
ffk,ffk-ay,plato-of-athens,plato-philebus,Philebus,Φίληβος,Philosophy,grc/plato-philebus-ffk-ay.grc.md,238787,472
ffk,ffk-bc,plato-of-athens,plato-political-letters,Plato's Political Letters,Ἐπιστολαί,Philosophy,grc/plato-political-letters-ffk-bc.grc.md,210218,535
ffk,ffk-al,plato-of-athens,plato-protagoras,Protagoras,Πρωταγόρας,Philosophy,grc/plato-protagoras-ffk-al.grc.md,209631,492
ffk,ffk-ag,plato-of-athens,plato-republic,Republic,Πολιτεία,Philosophy,grc/plato-republic-ffk-ag.grc.md,1056107,476
ffk,ffk-bd,plato-of-athens,plato-sophist,Sophist,Σοφιστής,Philosophy,grc/plato-sophist-ffk-bd.grc.md,221121,472
ffk,ffk-az,plato-of-athens,plato-spurious,Spurious,Νόθοι,Philosophy,grc/plato-spurious-ffk-az.grc.md,170754,464
ffk,ffk-ar,plato-of-athens,plato-statesman,Statesman,Πολιτικός,Philosophy,grc/plato-statesman-ffk-ar.grc.md,235194,484
ffk,ffk-as,plato-of-athens,plato-symposium,Symposium,Συμπόσιον,Philosophy,grc/plato-symposium-ffk-as.grc.md,204652,484
ffk,ffk-am,plato-of-athens,plato-theaetetus,Theaetetus,Θεαίτητος,Philosophy,grc/plato-theaetetus-ffk-am.grc.md,293257,488
ffk,ffk-be,plato-of-athens,plato-theages,Theages,Θεάγης,Philosophy,grc/plato-theages-ffk-be.grc.md,44823,464
ffk,ffk-bf,plato-of-athens,plato-timaeus,Timaeus,Τίμαιος,Philosophy,grc/plato-timaeus-ffk-bf.grc.md,286448,468
efq,efq-ae,plato-the-comic-poet,plato-comic-epigram,Epigram,Ἐπίγραμμα,Comedy,grc/plato-comic-epigram-efq-ae.grc.md,1806,486
efq,efq-ac,plato-the-comic-poet,plato-comic-aphrodite-fragments,Fragments of Comic Aphrodite,Ἀποσπάσματα τῆς Κωμικῆς Ἀφροδίτης,Comedy,grc/plato-comic-aphrodite-fragments-efq-ac.grc.md,2762,648
efq,efq-aa,plato-the-comic-poet,plato-comic-adonis-cinyras,Fragments on Adonis and Cinyras,Ἀποσπάσματα περὶ Ἀδώνιδος καὶ Κινύρου,Comedy,grc/plato-comic-adonis-cinyras-efq-aa.grc.md,31913,658
efq,efq-ad,plato-the-comic-poet,plato-comic-argus-destruction,Fragments on Argus and Destruction,Ἀποσπάσματα περὶ Ἄργου καὶ Ὀλέθρου,Comedy,grc/plato-comic-argus-destruction-efq-ad.grc.md,1603,660
efq,efq-ab,plato-the-comic-poet,plato-comic-cinyras-adonis,Fragments on Cinyras and Adonis,Ἀποσπάσματα περὶ Κινύρου καὶ Ἄδωνιδος,Comedy,grc/plato-comic-cinyras-adonis-efq-ab.grc.md,26928,658
rlc,rlc-aa,plotinus-the-neoplatonist,plotinus-enneads,Enneads,Ἐννεάδες,Philosophy,grc/plotinus-enneads-rlc-aa.grc.md,2374433,496
okg,okg-dj,plutarch-of-chaeronea,plutarch-chaeronea-aemilius-paulus,Aemilius Paulus,Αἰμίλιος Παῦλος,Philosophy,grc/plutarch-chaeronea-aemilius-paulus-okg-dj.grc.md,135159,556
okg,okg-ee,plutarch-of-chaeronea,plutarch-chaeronea-agesilaus,Agesilaus,Ἀγησίλαος,Philosophy,grc/plutarch-chaeronea-agesilaus-okg-ee.grc.md,144854,508
okg,okg-cs,plutarch-of-chaeronea,plutarch-chaeronea-agis-cleomenes,Agis and Cleomenes,Ἄγις καὶ Κλεομένης,Philosophy,grc/plutarch-chaeronea-agis-cleomenes-okg-cs.grc.md,183969,570
okg,okg-dy,plutarch-of-chaeronea,plutarch-chaeronea-alcibiades,Alcibiades,Ἀλκιβιάδης,Philosophy,grc/plutarch-chaeronea-alcibiades-okg-dy.grc.md,134793,519
okg,okg-ef,plutarch-of-chaeronea,plutarch-chaeronea-alexander,Alexander,Ἀλέξανδρος,Philosophy,grc/plutarch-chaeronea-alexander-okg-ef.grc.md,273272,512
okg,okg-ew,plutarch-of-chaeronea,plutarch-chaeronea-amatory,Amatory,Ἐρωτικός,Philosophy,grc/plutarch-chaeronea-amatory-okg-ew.grc.md,228510,499
okg,okg-ct,plutarch-of-chaeronea,plutarch-chaeronea-amatory-narratives,Amatory Narratives,Ἐρωτικαὶ διγηήσεις,Philosophy,grc/plutarch-chaeronea-amatory-narratives-okg-ct.grc.md,24687,580
okg,okg-fe,plutarch-of-chaeronea,plutarch-chaeronea-antony,Antony,Ἀντώνιος,Philosophy,grc/plutarch-chaeronea-antony-okg-fe.grc.md,254269,492
okg,okg-bi,plutarch-of-chaeronea,plutarch-chaeronea-kings-generals,Apophthegms of Kings and Generals,Ἀποφθέγματα βασιλέων καὶ στρατηγῶν,Philosophy,grc/plutarch-chaeronea-kings-generals-okg-bi.grc.md,220155,664
okg,okg-ff,plutarch-of-chaeronea,plutarch-chaeronea-aratus,Aratus,Ἄρατος,Philosophy,grc/plutarch-chaeronea-aratus-okg-ff.grc.md,160235,484
okg,okg-eg,plutarch-of-chaeronea,plutarch-chaeronea-aristides,Aristides,Ἀριστείδης,Philosophy,grc/plutarch-chaeronea-aristides-okg-eg.grc.md,111418,512
okg,okg-dz,plutarch-of-chaeronea,plutarch-chaeronea-artaxerxes,Artaxerxes,Ἀρταξέρξης,Philosophy,grc/plutarch-chaeronea-artaxerxes-okg-dz.grc.md,99428,516
okg,okg-bt,plutarch-of-chaeronea,plutarch-chaeronea-symposiastic-problems,Books of Symposiastic Problems,Συμποσιακῶν προβλημάτων βιβλία,Philosophy,grc/plutarch-chaeronea-symposiastic-problems-okg-bt.grc.md,822033,654
okg,okg-fg,plutarch-of-chaeronea,plutarch-chaeronea-brutus,Brutus,Βροῦτος,Philosophy,grc/plutarch-chaeronea-brutus-okg-fg.grc.md,161780,488
okg,okg-fh,plutarch-of-chaeronea,plutarch-chaeronea-caesar,Caesar,Καῖσαρ,Philosophy,grc/plutarch-chaeronea-caesar-okg-fh.grc.md,218796,484
okg,okg-ds,plutarch-of-chaeronea,plutarch-chaeronea-caius-marius,Caius Marius,Γάϊος Μάριος,Philosophy,grc/plutarch-chaeronea-caius-marius-okg-ds.grc.md,174384,528
okg,okg-ep,plutarch-of-chaeronea,plutarch-chaeronea-camillus,Camillus,Κάμιλλος,Philosophy,grc/plutarch-chaeronea-camillus-okg-ep.grc.md,149142,498
okg,okg-df,plutarch-of-chaeronea,plutarch-chaeronea-cato-younger,Cato the Younger,Κάτων ὁ Νεώτερος,Philosophy,grc/plutarch-chaeronea-cato-younger-okg-df.grc.md,224386,552
okg,okg-fi,plutarch-of-chaeronea,plutarch-chaeronea-cicero,Cicero,Κικέρων,Philosophy,grc/plutarch-chaeronea-cicero-okg-fi.grc.md,161217,486
okg,okg-fk,plutarch-of-chaeronea,plutarch-chaeronea-cimon,Cimon,Κίμων,Philosophy,grc/plutarch-chaeronea-cimon-okg-fk.grc.md,80028,474
okg,okg-ah,plutarch-of-chaeronea,plutarch-chaeronea-parallel-histories,Collection of Parallel Greek and Roman Histories,Συναγωγὴ ἱστοριῶν παραλλήλων Ἑλληνικῶν καὶ,Philosophy,grc/plutarch-chaeronea-parallel-histories-okg-ah.grc.md,67627,738
okg,okg-bf,plutarch-of-chaeronea,plutarch-chaeronea-agesilaus-pompey,Comparison of Agesilaus and Pompey,Ἀγησιλάου καὶ Πομπηΐου σύγκρισις,Philosophy,grc/plutarch-chaeronea-agesilaus-pompey-okg-bf.grc.md,15451,660
okg,okg-ai,plutarch-of-chaeronea,plutarch-chaeronea-agis-cleomenes-gracchi,Comparison of Agis and Cleomenes and the Gracchi,Σύγκρισις Ἄγιδος καὶ Κλεομένους καὶ Γράκχων,Philosophy,grc/plutarch-chaeronea-agis-cleomenes-gracchi-okg-ai.grc.md,14140,742
okg,okg-aq,plutarch-of-chaeronea,plutarch-chaeronea-alcibiades-coriolanus,Comparison of Alcibiades and Coriolanus,Ἀλκιβιάδου καὶ Κοριολὰνου σύγκρισις,Philosophy,grc/plutarch-chaeronea-alcibiades-coriolanus-okg-aq.grc.md,15355,694
okg,okg-bj,plutarch-of-chaeronea,plutarch-chaeronea-aristeides-cato,Comparison of Aristeides and Cato,Ἀριστείδου καὶ Κάτωνος σύγκρισις,Philosophy,grc/plutarch-chaeronea-aristeides-cato-okg-bj.grc.md,20289,656
okg,okg-bn,plutarch-of-chaeronea,plutarch-chaeronea-cimon-lucullus,Comparison of Cimon and Lucullus,Κίμωνος καὶ Λουκούλλος σύγκρισις,Philosophy,grc/plutarch-chaeronea-cimon-lucullus-okg-bn.grc.md,13875,650
okg,okg-bg,plutarch-of-chaeronea,plutarch-chaeronea-demetrius-antony,Comparison of Demetrius and Antony,Σύγκρισις Δημητρίου καὶ Ἀντωνίου,Philosophy,grc/plutarch-chaeronea-demetrius-antony-okg-bg.grc.md,12772,660
okg,okg-ax,plutarch-of-chaeronea,plutarch-chaeronea-demosthenes-cicero,Comparison of Demosthenes and Cicero,Σύγκρισις Δημοσθένους καὶ Κικέρωνος,Philosophy,grc/plutarch-chaeronea-demosthenes-cicero-okg-ax.grc.md,14003,678
okg,okg-bu,plutarch-of-chaeronea,plutarch-chaeronea-dion-brutus,Comparison of Dion and Brutus,Σύγκρισις Δίωνος καὶ Βρούτου,Philosophy,grc/plutarch-chaeronea-dion-brutus-okg-bu.grc.md,13192,622
okg,okg-br,plutarch-of-chaeronea,plutarch-chaeronea-lycurgus-numa,Comparison of Lycurgus and Numa,Λυκούργου καὶ Νομᾶ σύγκρισις,Philosophy,grc/plutarch-chaeronea-lycurgus-numa-okg-br.grc.md,21608,632
okg,okg-bo,plutarch-of-chaeronea,plutarch-chaeronea-lysander-sulla,Comparison of Lysander and Sulla,Σύγκρισις Λυσάνδρου καὶ Σύλλα,Philosophy,grc/plutarch-chaeronea-lysander-sulla-okg-bo.grc.md,17152,638
okg,okg-bp,plutarch-of-chaeronea,plutarch-chaeronea-nicias-crassus,Comparison of Nicias and Crassus,Νικίου καὶ Κράσσου σύγκρισις,Philosophy,grc/plutarch-chaeronea-nicias-crassus-okg-bp.grc.md,17035,634
okg,okg-av,plutarch-of-chaeronea,plutarch-chaeronea-pelopidas-marcellus,Comparison of Pelopidas and Marcellus,Πελοπίδου καὶ Μαρκέλλου σύγκρισις,Philosophy,grc/plutarch-chaeronea-pelopidas-marcellus-okg-av.grc.md,11807,674
okg,okg-bk,plutarch-of-chaeronea,plutarch-chaeronea-pericles-fabius,Comparison of Pericles and Fabius,Περικλέους καὶ Φαβίου σύγκρισις,Philosophy,grc/plutarch-chaeronea-pericles-fabius-okg-bk.grc.md,10540,650
okg,okg-az,plutarch-of-chaeronea,plutarch-chaeronea-philopoemen-titus,Comparison of Philopoemen and Titus,Σύγκρισις Φιλοποίμενος καὶ Τίτου,Philosophy,grc/plutarch-chaeronea-philopoemen-titus-okg-az.grc.md,8134,662
okg,okg-ba,plutarch-of-chaeronea,plutarch-chaeronea-sertorius-eumenes,Comparison of Sertorius and Eumenes,Σύγκρισις Σερτωρίου καὶ Εὐμένους,Philosophy,grc/plutarch-chaeronea-sertorius-eumenes-okg-ba.grc.md,6038,664
okg,okg-bl,plutarch-of-chaeronea,plutarch-chaeronea-solon-poplicola,Comparison of Solon and Poplicola,Σόλωνος καὶ Ποπλικόλα σύγκρισις,Philosophy,grc/plutarch-chaeronea-solon-poplicola-okg-bl.grc.md,13322,650
okg,okg-bm,plutarch-of-chaeronea,plutarch-chaeronea-theseus-romulus,Comparison of Theseus and Romulus,Θησέως καὶ Ῥωμύλου σύγκρισις,Philosophy,grc/plutarch-chaeronea-theseus-romulus-okg-bm.grc.md,16027,640
okg,okg-bb,plutarch-of-chaeronea,plutarch-chaeronea-timoleon-aemilius,Comparison of Timoleon and Aemilius,Σύγκρισις Τιμολέοντος καὶ Αἰμιλίου,Philosophy,grc/plutarch-chaeronea-timoleon-aemilius-okg-bb.grc.md,7542,672
okg,okg-ci,plutarch-of-chaeronea,plutarch-chaeronea-consolation-apollonius,Consolation to Apollonius,Πραμυθητικὸς πρὸς Ἀπολλώνιον,Philosophy,grc/plutarch-chaeronea-consolation-apollonius-okg-ci.grc.md,116638,642
okg,okg-cl,plutarch-of-chaeronea,plutarch-chaeronea-consolation-wife,Consolation to His Wife,Παραμυθητικός εἰς τὴν γυναῖκα τὴν αὑτου,Philosophy,grc/plutarch-chaeronea-consolation-wife-okg-cl.grc.md,26040,668
okg,okg-ex,plutarch-of-chaeronea,plutarch-chaeronea-crassus,Crassus,Κράσσος,Philosophy,grc/plutarch-chaeronea-crassus-okg-ex.grc.md,136037,493
okg,okg-eh,plutarch-of-chaeronea,plutarch-chaeronea-demetrius,Demetrius,Δημήτριος,Philosophy,grc/plutarch-chaeronea-demetrius-okg-eh.grc.md,168958,506
okg,okg-dv,plutarch-of-chaeronea,plutarch-chaeronea-demosthenes,Demosthenes,Δημοσθένης,Philosophy,grc/plutarch-chaeronea-demosthenes-okg-dv.grc.md,91305,521
okg,okg-fp,plutarch-of-chaeronea,plutarch-chaeronea-dion,Dion,Δίων,Philosophy,grc/plutarch-chaeronea-dion-okg-fp.grc.md,161742,466
okg,okg-ag,plutarch-of-chaeronea,plutarch-chaeronea-comparison-aristophanes-menander,Epitome of Comparison of Aristophanes and Menander,Συγκρίσεως Ἀριστοφάνους καὶ Μενάνδρου ἐπιτομή,Philosophy,grc/plutarch-chaeronea-comparison-aristophanes-menander-okg-ag.grc.md,10383,776
okg,okg-ey,plutarch-of-chaeronea,plutarch-chaeronea-eumenes,Eumenes,Εὐμένης,Philosophy,grc/plutarch-chaeronea-eumenes-okg-ey.grc.md,76840,492
okg,okg-dn,plutarch-of-chaeronea,plutarch-chaeronea-fabius-maximus,Fabius Maximus,Φάβιος Μάξιμος,Philosophy,grc/plutarch-chaeronea-fabius-maximus-okg-dn.grc.md,103555,544
okg,okg-ei,plutarch-of-chaeronea,plutarch-chaeronea-epaminondas-scipio,Fragments on Epaminondas and Scipio,Ἀποσπάσματα περὶ Ἐπαμεινώνδου καὶ Σκιπίωνος,Philosophy,grc/plutarch-chaeronea-epaminondas-scipio-okg-ei.grc.md,277760,715
okg,okg-dq,plutarch-of-chaeronea,plutarch-chaeronea-gaius-marcius,Gaius Marcius,Γάϊος Μάρκιος,Philosophy,grc/plutarch-chaeronea-gaius-marcius-okg-dq.grc.md,125958,536
okg,okg-fl,plutarch-of-chaeronea,plutarch-chaeronea-galba,Galba,Γάλβας,Philosophy,grc/plutarch-chaeronea-galba-okg-fl.grc.md,84834,478
okg,okg-at,plutarch-of-chaeronea,plutarch-chaeronea-young-man-poems,How a Young Man Should Listen to Poems,Πῶς δεῖ τὸν νέον ποιημάτων ἀκούειν.,Philosophy,grc/plutarch-chaeronea-young-man-poems-okg-at.grc.md,126944,676
okg,okg-bh,plutarch-of-chaeronea,plutarch-chaeronea-benefit-from-enemies,How One Might Benefit from Enemies,Πῶς ἄν τις ἀπ ἐχθρῶν ὠφελοῖτο,Philosophy,grc/plutarch-chaeronea-benefit-from-enemies-okg-bh.grc.md,40568,662
okg,okg-ae,plutarch-of-chaeronea,plutarch-chaeronea-flatterer-friend,How One Might Distinguish the Flatterer from the Friend,Πῶς ἄν τις διακρίνειε τὸν κόλακα τοῦ φίλοῦ,Philosophy,grc/plutarch-chaeronea-flatterer-friend-okg-ae.grc.md,156006,740
okg,okg-ak,plutarch-of-chaeronea,plutarch-chaeronea-progress-virtue,How One Might Perceive His Progress in Virtue,Πῶς ἄν τις αἴσθοιτο ἑαυτοῦ προκόπτοντος ἐπʼ ἀρετή,Philosophy,grc/plutarch-chaeronea-progress-virtue-okg-ak.grc.md,66648,750
okg,okg-cn,plutarch-of-chaeronea,plutarch-chaeronea-hygienic-instructions,Hygienic Instructions,Ὑγιεινὰ παραγγέλματα,Philosophy,grc/plutarch-chaeronea-hygienic-instructions-okg-cn.grc.md,92341,600
okg,okg-dg,plutarch-of-chaeronea,plutarch-chaeronea-laconian-sayings,Laconian Sayings,Λακαινῶν ἀποφθάγματα,Philosophy,grc/plutarch-chaeronea-laconian-sayings-okg-dg.grc.md,219112,580
okg,okg-cp,plutarch-of-chaeronea,plutarch-chaeronea-ten-orators,Lives of Ten Orators,Περὶ τῶν δέκα ἡτόρων,Philosophy,grc/plutarch-chaeronea-ten-orators-okg-cp.grc.md,125666,576
okg,okg-eq,plutarch-of-chaeronea,plutarch-chaeronea-lucullus,Lucullus,Λούκουλλος,Philosophy,grc/plutarch-chaeronea-lucullus-okg-eq.grc.md,183928,506
okg,okg-er,plutarch-of-chaeronea,plutarch-chaeronea-lycurgus,Lycurgus,Λυκοῦργος,Philosophy,grc/plutarch-chaeronea-lycurgus-okg-er.grc.md,126437,504
okg,okg-es,plutarch-of-chaeronea,plutarch-chaeronea-lysander,Lysander,Λύσανδρος,Philosophy,grc/plutarch-chaeronea-lysander-okg-es.grc.md,110297,502
okg,okg-ek,plutarch-of-chaeronea,plutarch-chaeronea-marcellus,Marcellus,Μάρκελλος,Philosophy,grc/plutarch-chaeronea-marcellus-okg-ek.grc.md,116265,506
okg,okg-dw,plutarch-of-chaeronea,plutarch-chaeronea-marcus-cato,Marcus Cato,Μάρκος Κάτων,Philosophy,grc/plutarch-chaeronea-marcus-cato-okg-dw.grc.md,108836,524
okg,okg-db,plutarch-of-chaeronea,plutarch-chaeronea-marriage-precepts,Marriage Precepts,Γαμικὰ παραγγέλματα,Philosophy,grc/plutarch-chaeronea-marriage-precepts-okg-db.grc.md,49641,578
okg,okg-do,plutarch-of-chaeronea,plutarch-chaeronea-natural-causes,Natural Causes,Αἴτια φυσικά,Philosophy,grc/plutarch-chaeronea-natural-causes-okg-do.grc.md,52554,538
okg,okg-fj,plutarch-of-chaeronea,plutarch-chaeronea-nicias,Nicias,Νικίας,Philosophy,grc/plutarch-chaeronea-nicias-okg-fj.grc.md,119476,485
okg,okg-fm,plutarch-of-chaeronea,plutarch-chaeronea-nomad,Nomad,Νομᾶς,Philosophy,grc/plutarch-chaeronea-nomad-okg-fm.grc.md,99904,476
okg,okg-cg,plutarch-of-chaeronea,plutarch-chaeronea-affection-offspring,On Affection for Offspring,Περὶ τῆς εἰς τὰ ἔκγονα φιλοστοργίας,Philosophy,grc/plutarch-chaeronea-affection-offspring-okg-cg.grc.md,30074,664
okg,okg-dc,plutarch-of-chaeronea,plutarch-chaeronea-brotherly-love,On Brotherly Love,Περὶ φιλαδελφίας,Philosophy,grc/plutarch-chaeronea-brotherly-love-okg-dc.grc.md,89269,560
okg,okg-bs,plutarch-of-chaeronea,plutarch-chaeronea-common-notions,On Common Notions to the Stoics,Περὶ τῶν κοινῶν ἐννοιῶν πρὸς τοὺς Στωικοὺς,Philosophy,grc/plutarch-chaeronea-common-notions-okg-bs.grc.md,176414,696
okg,okg-cu,plutarch-of-chaeronea,plutarch-chaeronea-envy-hatred,On Envy and Hatred,Περὶ φθόνου καὶ μίσους,Philosophy,grc/plutarch-chaeronea-envy-hatred-okg-cu.grc.md,14040,578
okg,okg-ez,plutarch-of-chaeronea,plutarch-chaeronea-on-fate,On Fate,Περὶ εἱμαρμένης,Philosophy,grc/plutarch-chaeronea-on-fate-okg-ez.grc.md,41965,524
okg,okg-cc,plutarch-of-chaeronea,plutarch-chaeronea-flesh-eating,On Flesh-Eating Discourse A,Περὶ σαρκοφαγίας λόγος α′,Philosophy,grc/plutarch-chaeronea-flesh-eating-okg-cc.grc.md,22405,610
