eul_aid,eul_wid,author_display_string,work_display_string,work_english,work_greek,domain,grc_md,grc_md_bytes,grc_md_text_offset
rrg,rrg-bq,alchemist-i,alchemist-i-fragment,Alchemical Fragment,Ἀλχημικὸν Ἀπόσπασμα,Science,grc/alchemist-i-fragment-rrg-bq.grc.md,1238,539
rrg,rrg-bt,alchemist-i,alchemist-i-fragment,Alchemical Fragment,Χημικὸν Ἀπόσπασμα,Science,grc/alchemist-i-fragment-rrg-bt.grc.md,2129,529
rrg,rrg-bu,alchemist-i,alchemist-i-fragment,Alchemical Fragment,Ἀλχημικὸν Ἀπόσπασμα,Science,grc/alchemist-i-fragment-rrg-bu.grc.md,1434,539
rrg,rrg-bw,alchemist-i,alchemist-i-fragment,Alchemical Fragment,Ἀλχημικὸν Ἀπόσπασμα,Science,grc/alchemist-i-fragment-rrg-bw.grc.md,1924,539
rrg,rrg-cb,alchemist-i,alchemist-i-lexicon,Alchemical Lexicon,Λεξικὸν κατὰ στοιχεῖον τῆς,Science,grc/alchemist-i-lexicon-rrg-cb.grc.md,21922,561
rrg,rrg-by,alchemist-i,alchemist-i-treatise,Alchemical Treatise (Recension A),Χημικὸν Σύγγραμμα,Science,grc/alchemist-i-treatise-rrg-by.grc.md,46623,527
rrg,rrg-bz,alchemist-i,alchemist-i-treatise,Alchemical Treatise (Recension B),Χημικὸν Σύγγραμμα,Science,grc/alchemist-i-treatise-rrg-bz.grc.md,83799,527
rrg,rrg-bl,alchemist-i,alchemist-i-poem-conclusion,Conclusion of the Poem,Συμπέρασμα τῆς ποιήσεως,Science,grc/alchemist-i-poem-conclusion-rrg-bl.grc.md,1683,569
rrg,rrg-ch,alchemist-i,alchemist-i-gold-creation,Creation of Gold,Χρυσοῦ ποίησις,Science,grc/alchemist-i-gold-creation-rrg-ch.grc.md,2775,519
rrg,rrg-ci,alchemist-i,alchemist-i-lime-creation,Creation of Lime,Ποίησις ἀσβέστου,Science,grc/alchemist-i-lime-creation-rrg-ci.grc.md,2393,527
rrg,rrg-ba,alchemist-i,alchemist-i-creation-whole,Creation Rather of the Whole,Ποίησις μᾶλλον τοῦ παντός,Science,grc/alchemist-i-creation-whole-rrg-ba.grc.md,7105,587
rrg,rrg-bh,alchemist-i,alchemist-i-dedication-theodorus,Dedication to Theodorus,Πρὸς Θεόδωρον Ἀφιέρωσις,Science,grc/alchemist-i-dedication-theodorus-rrg-bh.grc.md,2887,583
rrg,rrg-aa,alchemist-i,alchemist-i-solar-universe-diagram,Diagram of the Great Solar Work Compared to the Economy of the Universe,Διάγραμμα τῆς μεγάλης ἡλιουργίας παραβαλλόμενον,Science,grc/alchemist-i-solar-universe-diagram-rrg-aa.grc.md,3059,775
rrg,rrg-aq,alchemist-i,alchemist-i-lead-gold,Differences of Lead and Gold Leaf,Διαφοραὶ μολίβδου καὶ χρυσοπετάλου,Science,grc/alchemist-i-lead-gold-rrg-aq.grc.md,7546,623
rrg,rrg-an,alchemist-i,alchemist-i-persian-bronze,Dyeing of Persian Bronze Found by Philip,Βαφὴ τοῦ παρὰ Πέρσαις ἐξευρημένου χαλκοῦ,Science,grc/alchemist-i-persian-bronze-rrg-an.grc.md,4247,673
rrg,rrg-ag,alchemist-i,alchemist-i-dyeing-stones-emeralds,"Dyeing of Stones, Emeralds, Lichnites, and Hyacinths",Καταβαφὴ λίθων καὶ σμαράγδων καὶ λιχνιτῶν καὶ,Science,grc/alchemist-i-dyeing-stones-emeralds-rrg-ag.grc.md,45502,733
rrg,rrg-co,alchemist-i,alchemist-i-economy,Economy,Ἡ οἰκονομία,Science,grc/alchemist-i-economy-rrg-co.grc.md,3220,479
rrg,rrg-cg,alchemist-i,alchemist-i-months,Excerpt-Months,Ἐκλογὴ περὶ Μηνῶν,Science,grc/alchemist-i-months-rrg-cg.grc.md,2130,517
rrg,rrg-cc,alchemist-i,alchemist-i-metallics,From the Metallics,Ἐκ τῶν μεταλλικῶν,Science,grc/alchemist-i-metallics-rrg-cc.grc.md,1875,529
rrg,rrg-ay,alchemist-i,alchemist-i-trismegistus-instrument,Hermes Trismegistus Instrument,Ἑρμοῦ τρισμεγίστου ὄργανον,Science,grc/alchemist-i-trismegistus-instrument-rrg-ay.grc.md,1824,617
rrg,rrg-ac,alchemist-i,alchemist-i-molds-casts-thunderbolt,"If You Want to Make Molds and Casts from Thunderbolt, Do Thus",Εἰ θέλεις ποιῆσαι φούρμας καὶ τύλους ἀπὸ,Science,grc/alchemist-i-molds-casts-thunderbolt-rrg-ac.grc.md,6529,733
rrg,rrg-bc,alchemist-i,alchemist-i-labyrinth-solomon,Labyrinth Built by Solomon,Λαβύρινθος ἥνπερ Σολομὼν ἐτεκτήνατο,Science,grc/alchemist-i-labyrinth-solomon-rrg-bc.grc.md,2727,631
rrg,rrg-cm,alchemist-i,alchemist-i-ash-making,Making of Ash,Στάκτης ποίησις,Science,grc/alchemist-i-ash-making-rrg-cm.grc.md,4271,509
rrg,rrg-cd,alchemist-i,alchemist-i-crystals,Making of Crystals,Ποίησις κρυσταλλίων,Science,grc/alchemist-i-crystals-rrg-cd.grc.md,4996,531
rrg,rrg-cj,alchemist-i,alchemist-i-silver,Making of Silver,Ποίησις ἀργύρου,Science,grc/alchemist-i-silver-rrg-cj.grc.md,2450,509
rrg,rrg-ce,alchemist-i,alchemist-i-lime-management,Management of Lime,Οἰκονομία τῆς ἀσβέστου,Science,grc/alchemist-i-lime-management-rrg-ce.grc.md,2446,561
rrg,rrg-ca,alchemist-i,alchemist-i-goldsmiths,Names of Goldsmiths,Ὀνόματα τῶν χρυσοποιητῶν,Science,grc/alchemist-i-goldsmiths-rrg-ca.grc.md,2378,561
rrg,rrg-bi,alchemist-i,alchemist-i-oath-philosopher,Oath of the Philosopher,Ὅρκος τοῦ φιλοσόφου,Science,grc/alchemist-i-oath-philosopher-rrg-bi.grc.md,2413,559
rrg,rrg-cl,alchemist-i,alchemist-i-dyeing-iron,On Dyeing Iron,Περὶ βαφῆς σιδήρου,Science,grc/alchemist-i-dyeing-iron-rrg-cl.grc.md,10371,527
rrg,rrg-ck,alchemist-i,alchemist-i-gilding-iron,On Gilding Iron,Περὶ τοῦ χρυσῶσαι σίδηρον,Science,grc/alchemist-i-gilding-iron-rrg-ck.grc.md,4392,559
rrg,rrg-bm,alchemist-i,alchemist-i-cheese-glue,On Making Cheese Glue,Περὶ τοῦ ποιῆσαι τυρόκολλαν,Science,grc/alchemist-i-cheese-glue-rrg-bm.grc.md,2794,577
rrg,rrg-cf,alchemist-i,alchemist-i-making-oxysapon,On Making Oxysapon,Περὶ τοῦ ποιῆσαι ὀξυγγοσάπουνον,Science,grc/alchemist-i-making-oxysapon-rrg-cf.grc.md,2046,597
rrg,rrg-cn,alchemist-i,alchemist-i-orichalcum,On Orichalcum,Περὶ τοῦ ὀρειχάλκου,Science,grc/alchemist-i-orichalcum-rrg-cn.grc.md,1418,529
rrg,rrg-as,alchemist-i,alchemist-i-pearls-excerpts,"On Pearls, Collection of Excerpts",Περὶ μαργαριτῶν,Science,grc/alchemist-i-pearls-excerpts-rrg-as.grc.md,12276,565
rrg,rrg-av,alchemist-i,alchemist-i-creation-unmarked,On the Creation of the Unmarked,Περὶ ποιήσεως ἀσήμου,Science,grc/alchemist-i-creation-unmarked-rrg-av.grc.md,2685,581
rrg,rrg-ak,alchemist-i,alchemist-i-divine-sacred-art,On the Divine and Sacred Art of Philosophers,Περὶ τῆς θείας καὶ ἱερᾶς τέχνης τῶν φιλοσόφων,Science,grc/alchemist-i-divine-sacred-art-rrg-ak.grc.md,7369,705
rrg,rrg-ad,alchemist-i,alchemist-i-dyeing-indian-iron,On the Dyeing of Indian Iron,Βαφὴ τοῦ ἰνδικοῦ σιδήρου γραφεῖσα ἀπὸ ἀρχῆς,Science,grc/alchemist-i-dyeing-indian-iron-rrg-ad.grc.md,3354,675
rrg,rrg-at,alchemist-i,alchemist-i-egg-ancients-say,"On the Egg, the Ancients Say Thus",Περὶ τοῦ ὠοῦ οἱ παλαιοί φασιν οὕτως,Science,grc/alchemist-i-egg-ancients-say-rrg-at.grc.md,6246,645
rrg,rrg-bp,alchemist-i,alchemist-i-four-elements,On the Four Elements,Περὶ τῶν τεσσάρων στοιχείων,Science,grc/alchemist-i-four-elements-rrg-bp.grc.md,16076,577
rrg,rrg-au,alchemist-i,alchemist-i-gathering-philosophers,On the Gathering of Philosophers,Περὶ συνάξεως τῶν φιλοσόφων,Science,grc/alchemist-i-gathering-philosophers-rrg-au.grc.md,3348,619
rrg,rrg-bb,alchemist-i,alchemist-i-incombustible-sulfur,On the Incombustible Sulfur,Περὶ τοῦ θείου ἀκαύστου,Science,grc/alchemist-i-incombustible-sulfur-rrg-bb.grc.md,1706,591
rrg,rrg-bn,alchemist-i,alchemist-i-beer-making,On the Making of Beer,Περὶ ζύθων ποιήσεως,Science,grc/alchemist-i-beer-making-rrg-bn.grc.md,2138,543
rrg,rrg-be,alchemist-i,alchemist-i-cinnabar,On the Making of Cinnabar,Περὶ ποιήσεως κινναβάρεως,Science,grc/alchemist-i-cinnabar-rrg-be.grc.md,2520,569
rrg,rrg-al,alchemist-i,alchemist-i-metallic-stone,On the Metallic Stone and Where It Is Made,Περὶ τοῦ μεταλλικοῦ λιθοῦ ἐν οἷς τοῖς τόποις,Science,grc/alchemist-i-metallic-stone-rrg-al.grc.md,2707,693
rrg,rrg-aj,alchemist-i,alchemist-i-precious-goldsmithing,On the Most Precious and Renowned Goldsmithing,Περὶ τῆς τιμιωτάτης καὶ πολυφήμου χρυσοχοϊκῆς,Science,grc/alchemist-i-precious-goldsmithing-rrg-aj.grc.md,49878,717
rrg,rrg-bd,alchemist-i,alchemist-i-philosophers-stone,On the Philosopher's Stone,Περὶ τοῦ λίθου τῶν φιλοσόφων,Science,grc/alchemist-i-philosophers-stone-rrg-bd.grc.md,7543,605
rrg,rrg-ah,alchemist-i,alchemist-i-dyed-wool-komaros,"On the Weight of Dyed Wool, Komaros, and Dye-waters",Πόσος ὁ τῶν βαπτομένων ἐρίων σταθμὸς ὤφειλεν καὶ,Science,grc/alchemist-i-dyed-wool-komaros-rrg-ah.grc.md,1849,733
rrg,rrg-ar,alchemist-i,alchemist-i-whitening-copper,On the Whitening of Copper,Περὶ λευκώσεως (χαλκοῦ),Science,grc/alchemist-i-whitening-copper-rrg-ar.grc.md,3151,577
rrg,rrg-az,alchemist-i,alchemist-i-whitening-split-male,On the Whitening of Split Male,Περὶ λευκώσεως τοῦ ἀρσενικοῦ τοῦ σχιστοῦ,Science,grc/alchemist-i-whitening-split-male-rrg-az.grc.md,2165,667
rrg,rrg-af,alchemist-i,alchemist-i-egg-mystery-art,"Onomatopoeia of the Egg, It Is the Mystery of the Art",Ὀνοματοποιία τοῦ ὠοῦ· αὐτὸ γάρ ἐστιν τὸ,Science,grc/alchemist-i-egg-mystery-art-rrg-af.grc.md,3329,703
rrg,rrg-aw,alchemist-i,alchemist-i-ouroboros-dragon-version-1,"Ouroboros Dragon, Version 1",Ὁ οὐροβόρος δράκων,Science,grc/alchemist-i-ouroboros-dragon-version-1-rrg-aw.grc.md,3323,585
rrg,rrg-ax,alchemist-i,alchemist-i-ouroboros-dragon-version-2,"Ouroboros Dragon, Version 2",Ὁ οὐροβόρος δράκων,Science,grc/alchemist-i-ouroboros-dragon-version-2-rrg-ax.grc.md,1907,585
rrg,rrg-bk,alchemist-i,alchemist-i-philosophers-stone,Philosopher's Stone,Ὁ λίθος τῆς φιλοσοφίας,Science,grc/alchemist-i-philosophers-stone-rrg-bk.grc.md,2277,567
rrg,rrg-cp,alchemist-i,alchemist-i-poetry,Poetry,Ἡ ποίησις,Science,grc/alchemist-i-poetry-rrg-cp.grc.md,1172,465
rrg,rrg-bo,alchemist-i,alchemist-i-prayer-beehive,Prayer to the Beehive,Εὐχὴ εἰς τὸ μελίσσιον,Science,grc/alchemist-i-prayer-beehive-rrg-bo.grc.md,2885,561
rrg,rrg-bj,alchemist-i,alchemist-i-cinnabar,Preparation of Cinnabar,Κινναβάρεως σκευασία,Science,grc/alchemist-i-cinnabar-rrg-bj.grc.md,4065,545
rrg,rrg-ae,alchemist-i,alchemist-i-foam-joining-metals,"Preparation of Foam for Joining Gold, Silver, and Bronze",Σκευασία ἀφρονίτρου τοῦ ζητουμένου εἰς τὰς,Science,grc/alchemist-i-foam-joining-metals-rrg-ae.grc.md,1576,723
rrg,rrg-am,alchemist-i,alchemist-i-form-composite,That the Form Is Composite and Not Simple,Ὅτι σύνθετον καὶ οὐχ ἁπλοῦν τὸ εἶδος καὶ τίς ἡ,Science,grc/alchemist-i-form-composite-rrg-am.grc.md,8288,699
rrg,rrg-bf,alchemist-i,alchemist-i-justinian,Use of Emperor Justinian,Χρῆσις Ἰουστινιανοῦ βασιλέως,Science,grc/alchemist-i-justinian-rrg-bf.grc.md,9950,585
rrg,rrg-ai,alchemist-i,alchemist-i-pursuer-knowledge,What Character Should the Pursuer of Knowledge Have,Ποῖον εἶναι χρὴ τοῖς ἤθεσι τὸν μετιόντα τὴν,Science,grc/alchemist-i-pursuer-knowledge-rrg-ai.grc.md,1848,713
rrg,rrg-bg,alchemist-i,alchemist-i-ancient-lime,What is the Ancient Lime,Τίς ἡ τῶν ἀρχαίων ἄσβεστος,Science,grc/alchemist-i-ancient-lime-rrg-bg.grc.md,3366,581
rrg,rrg-ap,alchemist-i,alchemist-i-management-after-healing,What is the Management After Healing,Τίς ἡ μετὰ τὴν ἴωσιν οἰκονομία,Science,grc/alchemist-i-management-after-healing-rrg-ap.grc.md,1837,645
rrg,rrg-ao,alchemist-i,alchemist-i-preparation-black-dry,What Is the Preparation of the Black Dry,Τίς ἡ τοῦ μέλανος ξηρίου κατασκευή,Science,grc/alchemist-i-preparation-black-dry-rrg-ao.grc.md,1573,657
rrg,rrg-ab,alchemist-i,alchemist-i-whitening-arsenic-sandarac,"Whitening of Water, Through Which Arsenic and Sandarac are Whitened","Λεύκωσις ὕδατος, δι’ οὗ λευκαίνεται οἰκονομούμενον",Science,grc/alchemist-i-whitening-arsenic-sandarac-rrg-ab.grc.md,1884,791
dkm,dkm-aa,alcidamas-of-elaea,alcidamas-elaea-odysseus,Odysseus,Ὀδυσσεύς,Oratory,grc/alcidamas-elaea-odysseus-dkm-aa.grc.md,49765,486
ijs,ijs-aa,alcimus-of-sicily,alcimus-sicily-italian-antiquities,Sicilian and Italian Antiquities,Ἀποσπάσματα,History,grc/alcimus-sicily-italian-antiquities-ijs-aa.grc.md,12078,570
quo,quo-aa,alciphron-the-sophist,alciphron-sea-letters,Fishermen's Sea Letters,Ἐπιστολαί,Oratory,grc/alciphron-sea-letters-quo-aa.grc.md,244424,518
bmw,bmw-ab,alcmaeon-of-croton,alcmaeon-croton-nature,Fragments on Nature,Ἀποσπάσματα περὶ Φύσεως,Philosophy,grc/alcmaeon-croton-nature-bmw-ab.grc.md,3510,572
bmw,bmw-aa,alcmaeon-of-croton,alcmaeon-croton-testimonies,Testimonies,Μαρτυρίαι,Philosophy,grc/alcmaeon-croton-testimonies-bmw-aa.grc.md,16809,510
adw,adw-ab,alcman-lacedaemonius,alcman-lacedaemonius-poetry-fragments,Fragments on Poetry,Ἀποσπάσματα περὶ Ποίησεως,Poetry,grc/alcman-lacedaemonius-poetry-fragments-adw-ab.grc.md,2182,599
adw,adw-aa,alcman-lacedaemonius,alcman-lacedaemonius-hymn-dioscuri-heroes,Hymn to the Dioscuri and Heroes,Ἀποσπάσματα,Poetry,grc/alcman-lacedaemonius-hymn-dioscuri-heroes-adw-aa.grc.md,40873,577
iuc,iuc-ab,alexander-of-aetolia,alexander-aetolia-epigrams,Epigrams,Ἐπιγράμματα,Poetry,grc/alexander-aetolia-epigrams-iuc-ab.grc.md,2163,511
iuc,iuc-aa,alexander-of-aetolia,alexander-aetolia-helios-heroes,Fragments on Helios and Heroes,Ἀποσπάσματα περὶ Ἡλίου καὶ Ἡρώων,Poetry,grc/alexander-aetolia-helios-heroes-iuc-aa.grc.md,8266,649
ree,ree-aa,alexander-of-aphrodisias,alexander-aphrodisias-satyr-play-fragments,Fragments on a Satyr Play,Ἀποσπάσματα περὶ Σατυρικοῦ Δράματος,Philosophy,grc/alexander-aphrodisias-satyr-play-fragments-ree-aa.grc.md,1617,695
ree,ree-ab,alexander-of-aphrodisias,alexander-aphrodisias-domestic-life,Fragments on Domestic Life,Ἀποσπάσματα περὶ Οἰκιακοῦ Βίου,Philosophy,grc/alexander-aphrodisias-domestic-life-ree-ab.grc.md,1626,665
reo,reo-af,alexander-of-aphrodisias,alexander-aphrodisias-commentaries-aristotle,Commentaries-Aristotle in Greek,Ὑπομνήματα εἰς τὸν Ἀριστοτέλην ἐν Ἑλληνικοῖς,Philosophy,grc/alexander-aphrodisias-commentaries-aristotle-reo-af.grc.md,587343,744
reo,reo-aj,alexander-of-aphrodisias,alexander-aphrodisias-ethical-problems,Ethical Problems,Ἠθικὰ προβλήματα,Philosophy,grc/alexander-aphrodisias-ethical-problems-reo-aj.grc.md,203728,588
reo,reo-am,alexander-of-aphrodisias,alexander-aphrodisias-intellect-fragments,Fragments on Aristotelian Intellect,Ἀποσπάσματα περὶ τοῦ Ἀριστοτελικοῦ Νοῦ,Philosophy,grc/alexander-aphrodisias-intellect-fragments-reo-am.grc.md,15894,722
reo,reo-ae,alexander-of-aphrodisias,alexander-aphrodisias-metaphysics-commentary,"On Aristotle's Metaphysics, Commentary",Εἰς τὰ Μετὰ τὰ Φυσικὰ Ἀριστοτέλους Ὑπομνήματα,Philosophy,grc/alexander-aphrodisias-metaphysics-commentary-reo-ae.grc.md,3791969,762
reo,reo-ad,alexander-of-aphrodisias,alexander-aphrodisias-meteorology-commentary,"On Aristotle's Meteorology Books, Commentary",Εἰς τὰ Μετεωρολογικὰ Βιβλία Ἀριστοτέλους,Philosophy,grc/alexander-aphrodisias-meteorology-commentary-reo-ad.grc.md,973387,752
reo,reo-aa,alexander-of-aphrodisias,alexander-aphrodisias-prior-analytics-commentary,On Aristotle's Prior Analytics Book I. Commentary,Εἰς τὸ Πρῶτον Βιβλίον Ἀναλυτικῶν Προτέρων,Philosophy,grc/alexander-aphrodisias-prior-analytics-commentary-reo-aa.grc.md,1869191,774
reo,reo-ac,alexander-of-aphrodisias,alexander-aphrodisias-topics-commentary,"On Aristotle's Topics Books Eight, Commentary",Εἰς τὰ Ὀκτὼ Βιβλία Τοπικῶν Ἀριστοτέλους Ὑπομνήματα,Philosophy,grc/alexander-aphrodisias-topics-commentary-reo-ac.grc.md,2158800,786
reo,reo-ap,alexander-of-aphrodisias,alexander-aphrodisias-on-fate,On Fate,Περὶ Εἱμαρμένης,Philosophy,grc/alexander-aphrodisias-on-fate-reo-ap.grc.md,194862,548
reo,reo-an,alexander-of-aphrodisias,alexander-aphrodisias-fevers,On Fevers,Περὶ Πυρετῶν,Philosophy,grc/alexander-aphrodisias-fevers-reo-an.grc.md,97744,538
reo,reo-al,alexander-of-aphrodisias,alexander-aphrodisias-mixture,On Mixture,Περὶ Μίξεως,Philosophy,grc/alexander-aphrodisias-mixture-reo-al.grc.md,119175,536
reo,reo-ab,alexander-of-aphrodisias,alexander-aphrodisias-posterior-analytics-commentary,"On the Posterior Analytics, Commentary Fragments",Εἰς τὰ Ἀναλυτικὰ Ὕστερα Ἀποσπάσματα Ὑπομνημάτων,Philosophy,grc/alexander-aphrodisias-posterior-analytics-commentary-reo-ab.grc.md,16681,808
reo,reo-ak,alexander-of-aphrodisias,alexander-aphrodisias-soul,On the Soul,Περὶ Ψυχῆς,Philosophy,grc/alexander-aphrodisias-soul-reo-ak.grc.md,348719,530
reo,reo-ag,alexander-of-aphrodisias,alexander-aphrodisias-soul-supplementary,"On the Soul, Supplementary Books",Περὶ Ψυχῆς,Philosophy,grc/alexander-aphrodisias-soul-supplementary-reo-ag.grc.md,403936,602
reo,reo-ah,alexander-of-aphrodisias,alexander-aphrodisias-problems-1-2,"Problems, Books 1–2",Προβλήματα,Philosophy,grc/alexander-aphrodisias-problems-1-2-reo-ah.grc.md,288268,566
reo,reo-ai,alexander-of-aphrodisias,alexander-aphrodisias-problems-3-4,"Problems, Books 3–4",Προβλήματα,Philosophy,grc/alexander-aphrodisias-problems-3-4-reo-ai.grc.md,177027,566
reo,reo-ao,alexander-of-aphrodisias,alexander-aphrodisias-questions,Questions,Ἀπορίαι καὶ λύσεις,Philosophy,grc/alexander-aphrodisias-questions-reo-ao.grc.md,486228,566
ufa,ufa-aa,alexander-of-lycopolis,alexander-lycopolis-manichaean-doctrines,Treatise-the Doctrines of the Manichaeans,Πραγματεία Περὶ τῶν Μανιχαίων Δογμάτων,Theology,grc/alexander-lycopolis-manichaean-doctrines-ufa-aa.grc.md,88697,725
mte,mte-aa,alexander-of-miletus,alexander-miletus-assyrian-kings,Fragments on Assyrian Kings,Ἀποσπάσματα περὶ τῶν Ἀσσυρίων Βασιλέων,Grammar,grc/alexander-miletus-assyrian-kings-mte-aa.grc.md,150327,671
vcc,vcc-ab,alexander-of-tralles,alexander-tralleis-dedication-cosmas,Dedication to Cosmas,Ἀφιέρωσις πρὸς Κοσμᾶν,Medicine,grc/alexander-tralleis-dedication-cosmas-vcc-ab.grc.md,2727,605
vcc,vcc-ac,alexander-of-tralles,alexander-tralleis-letter-worms,Letter-Worms,Ἐπιστολὴ περὶ σκωλήκων,Medicine,grc/alexander-tralleis-letter-worms-vcc-ac.grc.md,23972,582
vcc,vcc-ae,alexander-of-tralles,alexander-tralleis-fevers,On Fevers,Περὶ πυρετῶν,Medicine,grc/alexander-tralleis-fevers-vcc-ae.grc.md,251116,525
vcc,vcc-aa,alexander-of-tralles,alexander-tralleis-eyes,"On the Eyes, Three Books",Περὶ ὀφθαλμῶν,Medicine,grc/alexander-tralleis-eyes-vcc-aa.grc.md,73982,559
